subscription_id,session_id,bytes_used,ts
S01349,F0000077,14444917,2025-02-12T12:24:00Z
S01201,F0000078,20251362,2025-02-21T08:50:00Z
S01201,F0000079,19184511,2025-02-18T12:41:00Z
S01201,F0000080,79483752,2025-02-19T03:43:00Z
S01201,F0000081,79151767,2025-02-07T02:50:00Z
S01201,F0000082,52704032,2025-02-21T17:52:00Z
S01201,F0000083,5961943,2025-02-21T20:36:00Z
S01201,F0000084,18445175,2025-02-06T23:48:00Z
S01201,F0000085,17119264,2025-02-16T19:59:00Z
S01201,F0000086,77346682,2025-02-16T03:13:00Z
S01201,F0000087,30037979,2025-02-16T12:38:00Z
S01201,F0000088,38245474,2025-02-21T01:59:00Z
S01201,F0000089,33027121,2025-02-28T12:04:00Z
S01201,F0000090,1315561,2025-02-15T12:34:00Z
S01201,F0000091,19722023,2025-02-17T08:24:00Z
S01201,F0000092,56334801,2025-02-15T21:23:00Z
S01201,F0000093,13695688,2025-02-22T04:36:00Z
S01515,F0000094,22394677,2025-02-16T20:47:00Z
S01515,F0000095,17653140,2025-02-13T10:13:00Z
S01515,F0000096,19708063,2025-02-25T10:07:00Z
S01515,F0000097,41268812,2025-02-24T09:37:00Z
S01515,F0000098,7611908,2025-02-18T14:27:00Z
S01515,F0000099,29385365,2025-02-19T16:21:00Z
S01515,F0000100,74856611,2025-02-14T23:29:00Z
S01515,F0000101,77225544,2025-02-27T16:56:00Z
S01515,F0000102,18486627,2025-02-05T10:52:00Z
S01515,F0000103,30831421,2025-02-27T16:31:00Z
S01515,F0000104,10058845,2025-02-14T04:30:00Z
S01515,F0000105,23291518,2025-02-20T05:08:00Z
S01515,F0000106,16702475,2025-02-16T17:00:00Z
S01515,F0000107,10894189,2025-02-28T02:49:00Z
S01515,F0000108,19525700,2025-02-12T10:32:00Z
S01515,F0000109,15921850,2025-02-17T15:50:00Z
S01515,F0000110,47632406,2025-02-23T03:07:00Z
S01515,F0000111,22098472,2025-02-13T09:08:00Z
S01515,F0000112,9975037,2025-02-20T15:23:00Z
S01515,F0000113,39467132,2025-02-17T06:11:00Z
S01515,F0000114,10461246,2025-02-08T09:23:00Z
S01515,F0000115,210572342,2025-02-16T19:48:00Z
S01515,F0000116,20315358,2025-02-25T12:26:00Z
S01515,F0000117,20266874,2025-02-12T20:04:00Z
S01515,F0000118,14275408,2025-02-05T00:22:00Z
S01515,F0000119,11731824,2025-02-16T01:48:00Z
S01515,F0000120,3293871,2025-02-05T22:55:00Z
S01515,F0000121,90134270,2025-02-24T06:59:00Z
S01515,F0000122,5369241,2025-02-08T07:04:00Z
S01627,F0000123,35573160,2025-02-15T09:02:00Z
S01627,F0000124,79521980,2025-02-14T17:17:00Z
S01627,F0000125,18201557,2025-02-10T06:11:00Z
S01627,F0000126,27390698,2025-02-10T15:22:00Z
S01627,F0000127,11133580,2025-02-07T18:04:00Z
S01627,F0000128,21550780,2025-02-17T08:29:00Z
S01627,F0000129,30030239,2025-02-20T15:12:00Z
S01627,F0000130,15123566,2025-02-01T07:43:00Z
S01627,F0000131,32274217,2025-02-03T23:47:00Z
S01627,F0000132,11636231,2025-02-23T12:21:00Z
S01627,F0000133,62646963,2025-02-12T14:05:00Z
S01627,F0000134,87814702,2025-02-21T19:47:00Z
S01627,F0000135,52324358,2025-02-13T08:32:00Z
S01627,F0000136,31729990,2025-02-21T17:43:00Z
S01627,F0000137,132117093,2025-02-05T06:14:00Z
S01627,F0000138,75221440,2025-02-05T11:25:00Z
S01627,F0000139,12893716,2025-02-05T04:59:00Z
S01627,F0000140,12351524,2025-02-11T05:16:00Z
S01627,F0000141,27277811,2025-02-07T22:34:00Z
S01627,F0000142,100118321,2025-02-13T01:16:00Z
S01627,F0000143,7297262,2025-02-21T04:50:00Z
S01627,F0000144,67528447,2025-02-12T05:27:00Z
S01627,F0000145,30187000,2025-02-02T12:55:00Z
S01627,F0000146,94140068,2025-02-28T18:31:00Z
S01627,F0000147,99290191,2025-02-15T00:00:00Z
S01627,F0000148,3156261,2025-02-14T05:12:00Z
S01627,F0000149,5695661,2025-02-01T09:37:00Z
S01627,F0000150,32166772,2025-02-09T16:14:00Z
S01627,F0000151,28807442,2025-02-20T04:56:00Z
S01627,F0000152,22643483,2025-02-05T22:22:00Z
S01627,F0000153,6708147,2025-02-26T17:13:00Z
S01627,F0000154,5145914,2025-02-23T14:01:00Z
S01627,F0000155,18132126,2025-02-21T17:45:00Z
S01627,F0000156,83610779,2025-02-15T18:59:00Z
S01627,F0000157,12883958,2025-02-12T13:13:00Z
S00330,F0000158,11948847,2025-02-21T01:53:00Z
S00330,F0000159,13933853,2025-02-12T05:02:00Z
S00330,F0000160,7285221,2025-02-02T15:29:00Z
S00330,F0000161,38162868,2025-02-05T12:03:00Z
S00330,F0000162,75176889,2025-02-28T05:45:00Z
S00330,F0000163,3730085,2025-02-07T02:44:00Z
S00330,F0000164,23157685,2025-02-01T10:27:00Z
S00330,F0000165,56979613,2025-02-19T03:53:00Z
S00330,F0000166,8882801,2025-02-04T17:26:00Z
S00330,F0000167,79479195,2025-02-17T16:45:00Z
S01314,F0000168,13281911,2025-02-09T20:04:00Z
S01314,F0000169,12986879,2025-02-26T23:00:00Z
S01314,F0000170,9001538,2025-02-07T00:48:00Z
S01314,F0000171,41991200,2025-02-24T15:39:00Z
S01314,F0000172,98137286,2025-02-28T03:54:00Z
S01314,F0000173,8775975,2025-02-27T11:44:00Z
S01314,F0000174,16051641,2025-02-07T20:13:00Z
S01314,F0000175,61672649,2025-02-02T03:44:00Z
S01314,F0000176,20129261,2025-02-19T01:57:00Z
S01314,F0000177,37845085,2025-02-12T07:07:00Z
S01314,F0000178,7643857,2025-02-21T14:04:00Z
S01314,F0000179,7193603,2025-02-23T03:52:00Z
S01314,F0000180,18670771,2025-02-01T21:35:00Z
S01314,F0000181,28922761,2025-02-09T12:11:00Z
S01314,F0000182,24017915,2025-02-10T22:49:00Z
S01314,F0000183,20865694,2025-02-21T14:33:00Z
S01314,F0000184,61682691,2025-02-12T00:27:00Z
S01314,F0000185,23904457,2025-02-16T19:03:00Z
S01314,F0000186,14773110,2025-02-14T19:26:00Z
S01314,F0000187,28032498,2025-02-05T10:59:00Z
S01314,F0000188,6621093,2025-02-06T04:49:00Z
S01314,F0000189,16180973,2025-02-09T07:01:00Z
S00978,F0000190,16175600,2025-02-27T20:25:00Z
S00978,F0000191,7989649,2025-02-15T00:01:00Z
S00978,F0000192,81074643,2025-02-13T00:04:00Z
S00978,F0000193,22181709,2025-02-13T20:50:00Z
S00978,F0000194,21469129,2025-02-07T10:35:00Z
S00978,F0000195,73410314,2025-02-14T03:18:00Z
S00978,F0000196,58940622,2025-02-08T23:00:00Z
S00978,F0000197,37051269,2025-02-09T15:26:00Z
S00978,F0000198,29230996,2025-02-25T01:42:00Z
S00978,F0000199,16200100,2025-02-26T07:38:00Z
S00978,F0000200,39379495,2025-02-28T18:59:00Z
S00978,F0000201,113430505,2025-02-28T11:06:00Z
S00978,F0000202,36009326,2025-02-05T11:57:00Z
S00978,F0000203,34567485,2025-02-28T09:34:00Z
S00978,F0000204,11622347,2025-02-24T13:51:00Z
S00978,F0000205,83173738,2025-02-24T14:14:00Z
S00978,F0000206,18374492,2025-02-22T03:38:00Z
S00978,F0000207,43021226,2025-02-05T11:37:00Z
S00978,F0000208,12731213,2025-02-05T23:23:00Z
S00978,F0000209,107761644,2025-02-10T06:05:00Z
S00978,F0000210,16508441,2025-02-19T12:02:00Z
S00978,F0000211,43264188,2025-02-25T01:27:00Z
S00978,F0000212,2159309,2025-02-21T16:59:00Z
S00978,F0000213,5736806,2025-02-24T04:36:00Z
S00978,F0000214,10638861,2025-02-28T15:26:00Z
S00978,F0000215,27203734,2025-02-22T21:56:00Z
S00978,F0000216,17859835,2025-02-08T03:47:00Z
S00978,F0000217,85846105,2025-02-26T11:14:00Z
S00978,F0000218,52970846,2025-02-03T07:03:00Z
S00978,F0000219,36554890,2025-02-13T03:05:00Z
S01614,F0000220,127841114,2025-02-06T16:52:00Z
S01614,F0000221,14097983,2025-02-13T20:42:00Z
S01614,F0000222,56021786,2025-02-08T03:09:00Z
S01614,F0000223,13597658,2025-02-09T11:37:00Z
S01614,F0000224,28856126,2025-02-25T07:49:00Z
S01614,F0000225,26836771,2025-02-06T03:28:00Z
S01614,F0000226,15252272,2025-02-03T10:45:00Z
S01614,F0000227,21066220,2025-02-02T11:54:00Z
S01614,F0000228,110847452,2025-02-04T05:49:00Z
S01614,F0000229,100835804,2025-02-01T17:16:00Z
S01614,F0000230,17390024,2025-02-15T13:20:00Z
S01614,F0000231,17596330,2025-02-01T03:55:00Z
S01614,F0000232,44713230,2025-02-06T05:53:00Z
S01614,F0000233,58269037,2025-02-07T08:00:00Z
S01614,F0000234,106461445,2025-02-09T07:01:00Z
S01614,F0000235,167953635,2025-02-16T08:26:00Z
S01614,F0000236,30268497,2025-02-11T06:45:00Z
S01614,F0000237,84075121,2025-02-07T21:22:00Z
S01614,F0000238,7893918,2025-02-27T11:18:00Z
S01614,F0000239,23827466,2025-02-24T13:58:00Z
S01614,F0000240,24145088,2025-02-03T06:14:00Z
S01614,F0000241,10898903,2025-02-20T19:42:00Z
S01614,F0000242,10708748,2025-02-07T11:51:00Z
S01614,F0000243,33325040,2025-02-17T02:13:00Z
S01614,F0000244,24376001,2025-02-23T14:42:00Z
S01614,F0000245,50775612,2025-02-25T16:54:00Z
S01614,F0000246,8866331,2025-02-10T15:53:00Z
S01614,F0000247,69839293,2025-02-19T18:45:00Z
S01614,F0000248,9027549,2025-02-02T03:54:00Z
S01614,F0000249,6460662,2025-02-05T01:48:00Z
S01614,F0000250,60023141,2025-02-12T10:44:00Z
S01614,F0000251,18461989,2025-02-11T14:08:00Z
S01614,F0000252,9653246,2025-02-18T11:19:00Z
S01614,F0000253,15000458,2025-02-10T10:12:00Z
S00903,F0000254,17878238,2025-02-13T12:11:00Z
S00903,F0000255,28255950,2025-02-18T19:33:00Z
S00903,F0000256,47443459,2025-02-05T09:34:00Z
S00903,F0000257,16079219,2025-02-03T11:08:00Z
S00903,F0000258,19639481,2025-02-10T17:33:00Z
S00903,F0000259,32930951,2025-02-13T07:18:00Z
S00903,F0000260,60802568,2025-02-22T16:15:00Z
S00903,F0000261,79108099,2025-02-27T15:55:00Z
S00903,F0000262,42988582,2025-02-25T11:42:00Z
S00903,F0000263,20620657,2025-02-17T12:24:00Z
S00730,F0000264,18929536,2025-02-20T21:15:00Z
S00730,F0000265,53866502,2025-02-08T08:18:00Z
S00730,F0000266,58778620,2025-02-14T11:02:00Z
S00730,F0000267,36569027,2025-02-26T23:39:00Z
S00730,F0000268,16924892,2025-02-28T07:11:00Z
S00730,F0000269,43541522,2025-02-27T06:22:00Z
S00730,F0000270,26014128,2025-02-01T13:53:00Z
S00730,F0000271,41306425,2025-02-25T06:53:00Z
S00730,F0000272,4976326,2025-02-16T07:54:00Z
S00730,F0000273,13573275,2025-02-25T22:39:00Z
S00730,F0000274,35900731,2025-02-18T15:15:00Z
S00730,F0000275,10217427,2025-02-14T23:24:00Z
S00730,F0000276,59148942,2025-02-16T22:08:00Z
S00730,F0000277,12705595,2025-02-20T00:05:00Z
S00730,F0000278,49037678,2025-02-24T00:54:00Z
S00730,F0000279,160211243,2025-02-11T17:28:00Z
S00730,F0000280,13033121,2025-02-02T03:54:00Z
S00730,F0000281,25838278,2025-02-24T13:00:00Z
S00730,F0000282,40485199,2025-02-13T16:20:00Z
S00730,F0000283,58409321,2025-02-12T09:27:00Z
S00730,F0000284,31628617,2025-02-07T04:58:00Z
S00730,F0000285,18150236,2025-02-04T15:23:00Z
S00730,F0000286,34887641,2025-02-13T16:26:00Z
S00730,F0000287,11549272,2025-02-11T04:37:00Z
S00730,F0000288,92801409,2025-02-01T01:31:00Z
S00730,F0000289,7679044,2025-02-21T23:46:00Z
S00730,F0000290,13862291,2025-02-26T19:55:00Z
S00730,F0000291,32600575,2025-02-21T15:25:00Z
S00730,F0000292,27490150,2025-02-04T02:09:00Z
S01558,F0000293,142172861,2025-02-19T18:19:00Z
S01558,F0000294,10040961,2025-02-17T00:30:00Z
S01558,F0000295,34314559,2025-02-25T07:25:00Z
S01558,F0000296,104290680,2025-02-19T15:07:00Z
S01558,F0000297,19248346,2025-02-01T05:48:00Z
S01558,F0000298,12110629,2025-02-21T18:13:00Z
S01558,F0000299,48449203,2025-02-20T00:41:00Z
S01558,F0000300,41306764,2025-02-28T06:56:00Z
S01558,F0000301,22129971,2025-02-25T17:47:00Z
S01558,F0000302,80993868,2025-02-20T08:42:00Z
S01558,F0000303,11997791,2025-02-26T07:56:00Z
S01558,F0000304,27603616,2025-02-20T16:13:00Z
S01558,F0000305,11391367,2025-02-26T04:13:00Z
S01558,F0000306,24092200,2025-02-13T10:17:00Z
S01558,F0000307,271956530,2025-02-09T12:36:00Z
S01558,F0000308,26365439,2025-02-09T07:48:00Z
S01558,F0000309,12505135,2025-02-18T06:46:00Z
S01558,F0000310,20706030,2025-02-05T00:41:00Z
S01558,F0000311,69435441,2025-02-18T20:09:00Z
S01558,F0000312,7668248,2025-02-05T04:11:00Z
S01558,F0000313,333576535,2025-02-02T19:32:00Z
S01558,F0000314,8026413,2025-02-05T14:31:00Z
S01558,F0000315,24085554,2025-02-07T19:05:00Z
S01558,F0000316,4411238,2025-02-28T06:38:00Z
S01558,F0000317,27545224,2025-02-16T16:54:00Z
S01558,F0000318,17189354,2025-02-07T21:31:00Z
S01558,F0000319,37229011,2025-02-11T05:04:00Z
S01558,F0000320,10036826,2025-02-28T23:55:00Z
S01558,F0000321,20012357,2025-02-17T12:37:00Z
S01558,F0000322,17574717,2025-02-02T07:59:00Z
S01719,F0000323,24301750,2025-02-22T02:22:00Z
S01719,F0000324,18747494,2025-02-18T18:17:00Z
S01719,F0000325,9588917,2025-02-22T22:48:00Z
S01719,F0000326,30778013,2025-02-17T14:09:00Z
S01719,F0000327,23941766,2025-02-21T11:35:00Z
S01719,F0000328,40788827,2025-02-15T01:12:00Z
S01719,F0000329,67838995,2025-02-09T01:27:00Z
S01719,F0000330,26275818,2025-02-09T16:46:00Z
S01719,F0000331,29816228,2025-02-27T20:31:00Z
S01719,F0000332,140489259,2025-02-16T06:41:00Z
S01719,F0000333,7529819,2025-02-24T02:23:00Z
S01719,F0000334,44943100,2025-02-14T09:42:00Z
S01719,F0000335,33225104,2025-02-28T12:31:00Z
S01719,F0000336,23672216,2025-02-27T21:22:00Z
S01719,F0000337,58145567,2025-02-21T21:50:00Z
S00097,F0000338,3457435,2025-02-24T23:04:00Z
S00097,F0000339,67725872,2025-02-04T13:43:00Z
S00097,F0000340,15387651,2025-02-09T04:50:00Z
S00097,F0000341,60457191,2025-02-20T22:05:00Z
S00097,F0000342,35279455,2025-02-13T13:14:00Z
S00097,F0000343,27907486,2025-02-18T11:24:00Z
S00097,F0000344,15482800,2025-02-07T20:22:00Z
S00097,F0000345,36016965,2025-02-13T17:08:00Z
S00097,F0000346,19816799,2025-02-21T05:53:00Z
S00097,F0000347,25433550,2025-02-07T10:18:00Z
S00097,F0000348,12386672,2025-02-22T01:29:00Z
S00097,F0000349,103196059,2025-02-04T07:09:00Z
S00097,F0000350,18126272,2025-02-06T12:06:00Z
S00097,F0000351,3828972,2025-02-02T06:42:00Z
S00097,F0000352,25764545,2025-02-08T10:31:00Z
S00097,F0000353,35316670,2025-02-17T17:36:00Z
S00097,F0000354,33369499,2025-02-28T22:37:00Z
S00097,F0000355,14063073,2025-02-12T10:36:00Z
S00097,F0000356,90107572,2025-02-09T08:17:00Z
S00097,F0000357,46666810,2025-02-17T18:08:00Z
S00097,F0000358,33167927,2025-02-03T15:06:00Z
S00097,F0000359,46493174,2025-02-19T12:53:00Z
S00097,F0000360,58840633,2025-02-11T08:59:00Z
S00097,F0000361,30429330,2025-02-14T06:05:00Z
S00097,F0000362,19952808,2025-02-17T17:28:00Z
S00097,F0000363,80929068,2025-02-10T15:20:00Z
S00097,F0000364,9204427,2025-02-03T13:18:00Z
S00097,F0000365,44877513,2025-02-28T21:06:00Z
S00097,F0000366,29030607,2025-02-09T00:10:00Z
S00097,F0000367,9055487,2025-02-19T23:44:00Z
S00097,F0000368,13740478,2025-02-24T07:45:00Z
S00097,F0000369,36220467,2025-02-08T23:34:00Z
S00097,F0000370,6764469,2025-02-17T10:30:00Z
S01613,F0000371,219637440,2025-02-08T15:57:00Z
S01613,F0000372,6027244,2025-02-28T01:01:00Z
S01613,F0000373,6278937,2025-02-13T00:46:00Z
S01613,F0000374,56063344,2025-02-01T22:18:00Z
S01613,F0000375,10364571,2025-02-20T00:39:00Z
S01613,F0000376,13322223,2025-02-09T07:43:00Z
S01613,F0000377,79892867,2025-02-09T17:41:00Z
S01613,F0000378,29996949,2025-02-03T14:30:00Z
S01613,F0000379,58027760,2025-02-18T16:50:00Z
S01613,F0000380,3705575,2025-02-15T15:59:00Z
S01613,F0000381,11860450,2025-02-03T20:12:00Z
S01613,F0000382,152377439,2025-02-01T10:52:00Z
S01613,F0000383,64181600,2025-02-14T08:54:00Z
S01613,F0000384,9276634,2025-02-28T06:35:00Z
S01008,F0000385,11994985,2025-02-08T22:25:00Z
S01008,F0000386,3721638,2025-02-16T08:42:00Z
S01008,F0000387,17216626,2025-02-07T14:34:00Z
S01008,F0000388,7340303,2025-02-05T21:11:00Z
S01008,F0000389,12050878,2025-02-24T03:57:00Z
S01008,F0000390,11508437,2025-02-07T10:41:00Z
S01008,F0000391,4263133,2025-02-15T14:31:00Z
S01008,F0000392,290571153,2025-02-24T08:25:00Z
S01008,F0000393,11498488,2025-02-09T00:53:00Z
S01665,F0000394,13355780,2025-02-27T13:49:00Z
S01665,F0000395,40661783,2025-02-27T23:13:00Z
S01665,F0000396,14876482,2025-02-06T18:39:00Z
S01665,F0000397,69198072,2025-02-15T15:57:00Z
S01665,F0000398,46870944,2025-02-13T07:11:00Z
S01665,F0000399,31073018,2025-02-06T04:27:00Z
S01665,F0000400,11021496,2025-02-15T01:05:00Z
S01665,F0000401,25019439,2025-02-19T08:58:00Z
S01665,F0000402,7541623,2025-02-11T03:42:00Z
S01665,F0000403,22460835,2025-02-23T04:44:00Z
S01665,F0000404,30423429,2025-02-03T19:18:00Z
S01665,F0000405,12977188,2025-02-17T10:00:00Z
S01665,F0000406,28934983,2025-02-19T17:57:00Z
S01665,F0000407,24975480,2025-02-12T17:58:00Z
S01665,F0000408,15345314,2025-02-24T22:07:00Z
S01665,F0000409,176541805,2025-02-08T01:12:00Z
S01665,F0000410,21158900,2025-02-23T22:19:00Z
S01665,F0000411,31036620,2025-02-01T20:54:00Z
S01665,F0000412,13646511,2025-02-27T14:09:00Z
S01038,F0000413,18342876,2025-02-25T21:07:00Z
S01038,F0000414,35026375,2025-02-14T18:09:00Z
S01038,F0000415,21432587,2025-02-20T14:11:00Z
S01038,F0000416,6730687,2025-02-05T12:44:00Z
S01038,F0000417,181078834,2025-02-06T19:17:00Z
S01038,F0000418,71822159,2025-02-17T03:24:00Z
S01038,F0000419,51849115,2025-02-02T16:28:00Z
S01038,F0000420,14252517,2025-02-21T14:26:00Z
S01038,F0000421,106668196,2025-02-09T15:04:00Z
S01038,F0000422,12243994,2025-02-08T08:52:00Z
S01038,F0000423,61731489,2025-02-16T08:09:00Z
S01038,F0000424,29114865,2025-02-13T21:32:00Z
S01038,F0000425,32690102,2025-02-20T18:30:00Z
S01038,F0000426,54803736,2025-02-25T20:08:00Z
S01038,F0000427,32235308,2025-02-19T05:05:00Z
S01038,F0000428,26482817,2025-02-20T00:26:00Z
S01038,F0000429,9653786,2025-02-01T16:40:00Z
S01038,F0000430,25387716,2025-02-28T06:54:00Z
S01038,F0000431,24104459,2025-02-15T19:58:00Z
S01038,F0000432,9061366,2025-02-26T23:19:00Z
S01038,F0000433,50030116,2025-02-24T03:28:00Z
S01038,F0000434,48422300,2025-02-17T07:26:00Z
S01038,F0000435,34457781,2025-02-02T04:42:00Z
S01038,F0000436,34459482,2025-02-08T09:06:00Z
S01038,F0000437,37897407,2025-02-25T06:42:00Z
S01038,F0000438,143635639,2025-02-16T23:13:00Z
S01038,F0000439,6970629,2025-02-20T15:46:00Z
S01038,F0000440,58742770,2025-02-26T22:43:00Z
S01038,F0000441,76317006,2025-02-13T11:48:00Z
S01038,F0000442,22853346,2025-02-28T20:29:00Z
S01038,F0000443,36365802,2025-02-16T11:08:00Z
S01038,F0000444,21567355,2025-02-02T15:43:00Z
S01038,F0000445,48454133,2025-02-12T00:11:00Z
S01038,F0000446,29689714,2025-02-20T08:32:00Z
S01038,F0000447,10365834,2025-02-07T11:12:00Z
S01038,F0000448,70001097,2025-02-04T08:02:00Z
S01038,F0000449,2874067,2025-02-16T22:46:00Z
S01038,F0000450,23243507,2025-02-08T07:46:00Z
S01105,F0000451,22998810,2025-02-20T05:40:00Z
S01105,F0000452,24716319,2025-02-08T19:33:00Z
S01105,F0000453,36393385,2025-02-18T15:45:00Z
S01105,F0000454,49030586,2025-02-02T12:18:00Z
S01105,F0000455,4669841,2025-02-13T06:24:00Z
S01105,F0000456,13775353,2025-02-17T17:49:00Z
S01105,F0000457,15528080,2025-02-19T15:47:00Z
S01105,F0000458,30122982,2025-02-15T05:09:00Z
S01105,F0000459,7662255,2025-02-10T13:11:00Z
S01105,F0000460,17441048,2025-02-10T21:52:00Z
S01105,F0000461,48388500,2025-02-06T07:03:00Z
S01105,F0000462,25447387,2025-02-26T06:47:00Z
S01105,F0000463,22271218,2025-02-18T21:22:00Z
S01105,F0000464,44113964,2025-02-18T23:08:00Z
S01105,F0000465,8382417,2025-02-24T05:02:00Z
S01105,F0000466,7606025,2025-02-05T13:57:00Z
S01105,F0000467,10318741,2025-02-14T11:09:00Z
S01105,F0000468,34559207,2025-02-01T02:35:00Z
S00170,F0000469,16034677,2025-02-24T12:13:00Z
S00170,F0000470,97233742,2025-02-13T22:09:00Z
S00170,F0000471,25262866,2025-02-20T19:37:00Z
S00170,F0000472,26603223,2025-02-24T06:49:00Z
S00170,F0000473,25732052,2025-02-18T14:50:00Z
S00170,F0000474,10525148,2025-02-07T16:26:00Z
S00170,F0000475,41306922,2025-02-02T15:03:00Z
S00170,F0000476,35108616,2025-02-24T10:56:00Z
S00170,F0000477,9367672,2025-02-11T21:33:00Z
S00170,F0000478,25943729,2025-02-25T04:17:00Z
S00170,F0000479,83263999,2025-02-20T13:59:00Z
S00170,F0000480,4480103,2025-02-02T22:13:00Z
S00170,F0000481,23310259,2025-02-03T00:54:00Z
S00170,F0000482,9791175,2025-02-21T06:40:00Z
S00170,F0000483,4268199,2025-02-01T09:00:00Z
S00170,F0000484,55807111,2025-02-05T11:30:00Z
S00170,F0000485,66369146,2025-02-28T02:48:00Z
S00170,F0000486,18959637,2025-02-10T13:48:00Z
S00170,F0000487,17970968,2025-02-18T16:29:00Z
S00170,F0000488,15187108,2025-02-22T03:00:00Z
S00170,F0000489,104295056,2025-02-19T09:05:00Z
S00170,F0000490,5560493,2025-02-14T13:20:00Z
S00170,F0000491,15152897,2025-02-23T23:24:00Z
S00170,F0000492,15179585,2025-02-25T05:51:00Z
S00170,F0000493,15631068,2025-02-11T05:41:00Z
S00170,F0000494,10733513,2025-02-21T16:20:00Z
S00170,F0000495,19451690,2025-02-27T10:40:00Z
S00170,F0000496,55667705,2025-02-05T01:50:00Z
S00170,F0000497,22469850,2025-02-06T16:40:00Z
S00170,F0000498,9786414,2025-02-26T21:34:00Z
