customer_id,city,state,zip
C01226,Glendale,C,44513
C01227,Glendale,A,89051
C01228,Springfield,A,75814
C01229,Springfield,B,86229
C01230,Lakeview,A,20230
C01231,Glendale,C,97707
C01232,Riverton,B,92669
C01233,Riverton,B,99257
C01234,Lakeview,C,87384
C01235,Glendale,A,18600
C01236,Glendale,B,76369
C01237,Lakeview,B,83621
C01238,Riverton,C,85139
C01239,Fairfax,B,49502
C01240,Riverton,C,79018
C01241,Glendale,B,30144
C01242,Springfield,A,55067
C01243,Fairfax,B,69476
C01244,Fairfax,B,51223
C01245,Springfield,B,67345
C01246,Fairfax,A,13832
C01247,Lakeview,A,74401
C01248,Springfield,B,75369
C01249,Fairfax,A,30594
C01250,Riverton,B,63713
C01251,Glendale,A,78105
C01252,Lakeview,B,12728
C01253,Glendale,C,79930
C01254,Springfield,C,63261
C01255,Fairfax,C,90896
C01256,Springfield,B,35333
C01257,Lakeview,B,58677
C01258,Lakeview,C,39876
C01259,Lakeview,A,60150
C01260,Fairfax,B,49064
C01261,Riverton,A,82691
C01262,Springfield,A,42102
C01263,Riverton,A,23090
C01264,Fairfax,C,33500
C01265,Fairfax,B,26861
C01266,Fairfax,C,73107
C01267,Springfield,C,28465
C01268,Springfield,A,18853
C01269,Glendale,B,16306
C01270,Lakeview,B,21413
C01271,Riverton,B,58210
C01272,Fairfax,C,59423
C01273,Lakeview,A,32340
C01274,Lakeview,B,24136
C01275,Fairfax,C,16503
C01276,Riverton,C,96007
C01277,Lakeview,A,89470
C01278,Fairfax,B,13460
C01279,Glendale,A,38342
C01280,Lakeview,A,92540
C01281,Fairfax,A,32700
C01282,Fairfax,C,41101
C01283,Riverton,A,41056
C01284,Lakeview,C,38575
C01285,Glendale,A,29243
C01286,Riverton,A,58717
C01287,Riverton,C,70755
C01288,Springfield,C,61421
C01289,Lakeview,B,41831
C01290,Glendale,C,83943
C01291,Fairfax,B,13542
C01292,Lakeview,B,41475
C01293,Riverton,B,83290
C01294,Springfield,A,73645
C01295,Riverton,C,73591
C01296,Springfield,C,43772
C01297,Fairfax,C,31165
C01298,Riverton,C,80414
C01299,Springfield,C,54211
C01300,Glendale,A,37195
C01301,Springfield,A,71317
C01302,Fairfax,C,95357
C01303,Riverton,A,35208
C01304,Springfield,C,42115
C01305,Lakeview,B,93154
C01306,Lakeview,B,97272
C01307,Lakeview,A,38875
C01308,Springfield,C,34003
C01309,Fairfax,B,77764
C01310,Springfield,A,99721
C01311,Fairfax,C,45495
C01312,Fairfax,A,80450
C01313,Riverton,A,86658
C01314,Springfield,C,21130
C01315,Springfield,B,49959
C01316,Riverton,B,57660
C01317,Glendale,C,83482
C01318,Fairfax,A,63334
C01319,Riverton,B,39894
C01320,Riverton,A,95957
C01321,Fairfax,A,94424
C01322,Fairfax,A,44290
C01323,Glendale,C,95309
C01324,Glendale,A,88096
C01325,Riverton,B,17810
C01326,Glendale,A,48995
C01327,Springfield,A,87519
C01328,Glendale,B,31109
C01329,Riverton,A,51424
C01330,Fairfax,B,61794
C01331,Lakeview,A,74907
C01332,Springfield,A,33591
C01333,Riverton,A,96261
C01334,Springfield,B,95816
C01335,Springfield,B,11324
C01336,Springfield,A,97040
C01337,Lakeview,C,25863
C01338,Springfield,C,46350
C01339,Springfield,B,81555
C01340,Lakeview,A,48365
C01341,Glendale,C,94202
C01342,Riverton,A,13533
C01343,Glendale,A,73479
C01344,Glendale,A,63191
C01345,Riverton,B,23437
C01346,Lakeview,B,73802
C01347,Springfield,A,68781
C01348,Fairfax,A,33961
C01349,Lakeview,A,59698
C01350,Glendale,A,93585
C01351,Riverton,A,56286
C01352,Riverton,C,56581
C01353,Riverton,C,32466
C01354,Riverton,B,63478
C01355,Riverton,B,69650
C01356,Riverton,C,10517
C01357,Lakeview,C,52241
C01358,Riverton,A,58909
C01359,Glendale,C,97018
C01360,Glendale,A,19826
C01361,Springfield,C,44087
C01362,Riverton,A,75408
C01363,Riverton,C,84089
C01364,Fairfax,A,53732
C01365,Fairfax,B,77082
C01366,Springfield,C,73271
C01367,Springfield,C,39849
C01368,Springfield,C,28382
C01369,Springfield,B,62529
C01370,Fairfax,A,58984
C01371,Springfield,C,71281
C01372,Springfield,B,37297
C01373,Glendale,A,18343
C01374,Riverton,C,80263
C01375,Lakeview,B,36440
C01376,Springfield,B,46654
C01377,Glendale,B,82230
C01378,Springfield,B,97854
C01379,Glendale,A,47420
C01380,Springfield,C,12685
C01381,Glendale,A,52859
C01382,Springfield,B,24077
C01383,Glendale,B,76948
C01384,Glendale,B,25311
C01385,Lakeview,C,13366
C01386,Lakeview,B,33760
C01387,Riverton,B,83272
C01388,Glendale,C,87967
C01389,Fairfax,B,31584
C01390,Fairfax,A,97948
C01391,Fairfax,C,84354
C01392,Lakeview,A,77862
C01393,Springfield,B,44139
C01394,Springfield,A,68052
C01395,Fairfax,A,27839
C01396,Fairfax,A,72341
C01397,Lakeview,A,25904
C01398,Glendale,C,75515
C01399,Riverton,A,59990
C01400,Lakeview,A,64411
C01401,Riverton,C,29526
C01402,Fairfax,A,29312
C01403,Glendale,C,29128
C01404,Glendale,A,70179
C01405,Springfield,A,89972
C01406,Glendale,B,32469
C01407,Springfield,A,24734
C01408,Glendale,A,93369
C01409,Fairfax,C,80452
C01410,Fairfax,B,15342
C01411,Riverton,B,69708
C01412,Springfield,A,33277
C01413,Springfield,C,82292
C01414,Fairfax,B,67669
C01415,Lakeview,B,38303
C01416,Springfield,A,20501
C01417,Riverton,A,80770
C01418,Fairfax,B,36410
C01419,Fairfax,B,76626
C01420,Riverton,B,22143
C01421,Riverton,C,90222
C01422,Springfield,C,30678
C01423,Fairfax,A,27751
C01424,Springfield,C,97655
C01425,Glendale,A,84713
C01426,Fairfax,A,24025
C01427,Fairfax,B,49037
C01428,Fairfax,A,34877
C01429,Lakeview,A,96239
C01430,Springfield,C,23707
C01431,Riverton,B,58652
C01432,Glendale,C,64651
C01433,Riverton,B,21580
C01434,Fairfax,C,28600
C01435,Fairfax,B,16529
C01436,Glendale,C,84913
C01437,Riverton,B,70939
C01438,Glendale,C,82844
C01439,Glendale,A,66753
C01440,Riverton,A,40653
C01441,Riverton,B,64246
C01442,Lakeview,A,81253
C01443,Glendale,C,60560
C01444,Glendale,A,52241
C01445,Lakeview,A,28072
C01446,Glendale,C,39573
C01447,Riverton,B,74980
C01448,Riverton,C,22503
C01449,Lakeview,C,28335
C01450,Lakeview,C,59645
C01451,Glendale,C,44994
C01452,Springfield,A,53266
C01453,Fairfax,A,62656
C01454,Lakeview,B,46630
C01455,Riverton,A,90807
C01456,Glendale,A,87881
C01457,Lakeview,C,99257
C01458,Riverton,C,19416
C01459,Glendale,B,35782
C01460,Riverton,A,68202
C01461,Lakeview,C,55156
C01462,Glendale,A,57402
C01463,Glendale,C,16203
C01464,Glendale,B,81521
C01465,Lakeview,C,84126
C01466,Riverton,A,58304
C01467,Fairfax,C,26250
C01468,Glendale,A,41368
C01469,Lakeview,B,31001
C01470,Springfield,A,23717
C01471,Riverton,C,93246
C01472,Springfield,A,79583
C01473,Riverton,B,65816
C01474,Riverton,A,37529
C01475,Glendale,A,39000
C01476,Fairfax,A,86212
C01477,Lakeview,B,63327
C01478,Glendale,B,97797
C01479,Springfield,C,17534
C01480,Fairfax,A,53918
C01481,Riverton,B,22825
C01482,Lakeview,A,84431
C01483,Riverton,C,36036
C01484,Fairfax,A,16951
C01485,Lakeview,A,80817
C01486,Springfield,C,31800
C01487,Riverton,A,10364
C01488,Fairfax,A,21007
C01489,Springfield,A,40036
C01490,Lakeview,A,32988
C01491,Glendale,C,15210
C01492,Lakeview,C,57411
C01493,Fairfax,C,33141
C01494,Glendale,B,83256
C01495,Springfield,B,55109
C01496,Glendale,A,60546
C01497,Fairfax,A,99386
C01498,Lakeview,C,43105
C01499,Glendale,A,54622
C01500,Springfield,A,44206
C01501,Springfield,A,46824
C01502,Lakeview,B,58151
C01503,Riverton,B,69960
C01504,Springfield,C,36932
C01505,Fairfax,A,90675
C01506,Lakeview,A,11001
C01507,Fairfax,B,44236
C01508,Springfield,A,67162
C01509,Riverton,A,15130
C01510,Glendale,C,74196
C01511,Fairfax,A,49848
C01512,Glendale,A,12923
C01513,Lakeview,B,29783
C01514,Fairfax,C,88633
C01515,Springfield,A,34035
C01516,Riverton,B,41559
C01517,Springfield,C,11935
C01518,Springfield,B,75142
C01519,Springfield,B,11021
C01520,Springfield,B,81537
C01521,Springfield,A,27089
C01522,Fairfax,B,63642
C01523,Fairfax,B,38639
C01524,Fairfax,B,86998
C01525,Glendale,C,26693
C01526,Glendale,B,25933
C01527,Riverton,A,75121
C01528,Glendale,A,90631
C01529,Riverton,A,12045
C01530,Fairfax,B,27798
C01531,Riverton,B,16721
C01532,Springfield,C,53450
C01533,Riverton,B,52369
C01534,Glendale,C,96124
C01535,Lakeview,B,16511
C01536,Glendale,B,57243
C01537,Lakeview,A,62850
C01538,Fairfax,A,87441
C01539,Lakeview,C,70914
C01540,Glendale,A,51808
C01541,Lakeview,A,59555
C01542,Glendale,A,24416
C01543,Springfield,B,87127
C01544,Glendale,C,87502
C01545,Glendale,B,29563
C01546,Lakeview,A,26832
C01547,Glendale,A,27318
C01548,Fairfax,A,85317
C01549,Riverton,B,59296
C01550,Lakeview,B,48949
C01551,Lakeview,B,26780
C01552,Fairfax,C,45362
C01553,Lakeview,C,93397
C01554,Lakeview,C,91722
C01555,Fairfax,B,44960
C01556,Lakeview,A,56368
C01557,Lakeview,B,21236
C01558,Riverton,A,25069
C01559,Lakeview,C,67752
C01560,Lakeview,C,12628
C01561,Lakeview,A,73626
C01562,Glendale,B,17481
C01563,Springfield,C,35582
C01564,Springfield,B,27674
C01565,Lakeview,A,74374
C01566,Fairfax,C,26965
C01567,Riverton,A,64219
C01568,Riverton,A,76382
C01569,Springfield,C,70600
C01570,Fairfax,C,42863
C01571,Lakeview,C,22345
C01572,Fairfax,C,76427
C01573,Springfield,C,93504
C01574,Springfield,A,88495
C01575,Springfield,B,81361
C01576,Springfield,C,44150
C01577,Riverton,C,92599
C01578,Fairfax,B,44547
C01579,Lakeview,A,24608
C01580,Springfield,B,12977
C01581,Riverton,A,36229
C01582,Fairfax,C,52314
C01583,Glendale,B,40041
C01584,Riverton,A,18836
C01585,Riverton,B,78370
C01586,Riverton,A,76423
C01587,Fairfax,A,70097
C01588,Glendale,B,79146
C01589,Springfield,C,74111
C01590,Fairfax,C,80637
C01591,Glendale,C,40035
C01592,Lakeview,B,38724
C01593,Springfield,B,56037
C01594,Lakeview,A,48987
C01595,Riverton,B,83739
C01596,Riverton,C,18783
C01597,Fairfax,A,16134
C01598,Lakeview,A,76714
C01599,Fairfax,A,37806
C01600,Lakeview,B,56219
C01601,Fairfax,B,90372
C01602,Lakeview,A,21207
C01603,Glendale,A,87472
C01604,Fairfax,C,62092
C01605,Springfield,A,27433
C01606,Springfield,B,71794
C01607,Riverton,A,71912
C01608,Fairfax,A,23875
C01609,Lakeview,A,46553
C01610,Lakeview,B,11658
C01611,Riverton,C,21380
C01612,Fairfax,B,32044
C01613,Glendale,A,75726
C01614,Fairfax,B,82438
C01615,Lakeview,A,99883
C01616,Lakeview,A,36437
C01617,Glendale,A,97660
C01618,Riverton,B,88537
C01619,Fairfax,B,10335
C01620,Riverton,C,95507
C01621,Riverton,A,68423
C01622,Lakeview,C,51787
C01623,Lakeview,C,88427
C01624,Fairfax,A,23973
C01625,Glendale,B,33209
C01626,Riverton,B,73014
C01627,Riverton,C,50714
C01628,Glendale,A,30574
C01629,Fairfax,C,97190
C01630,Springfield,C,52530
C01631,Riverton,B,43485
C01632,Riverton,A,13565
C01633,Fairfax,C,37195
C01634,Riverton,A,78760
C01635,Springfield,A,96031
C01636,Fairfax,B,65616
C01637,Springfield,C,61159
C01638,Springfield,A,93198
C01639,Riverton,A,31777
C01640,Glendale,A,10587
C01641,Glendale,C,58767
C01642,Glendale,A,53601
C01643,Lakeview,C,76563
C01644,Riverton,C,25692
C01645,Fairfax,C,30467
C01646,Fairfax,B,87790
C01647,Glendale,A,30939
C01648,Lakeview,A,93273
C01649,Riverton,B,23219
C01650,Lakeview,A,81631
C01651,Springfield,C,12587
C01652,Riverton,B,27776
C01653,Springfield,B,24494
C01654,Lakeview,B,17580
C01655,Springfield,A,66782
C01656,Springfield,C,73972
C01657,Fairfax,B,59353
C01658,Springfield,B,61085
C01659,Lakeview,A,35449
C01660,Springfield,A,76623
C01661,Springfield,B,46557
C01662,Springfield,A,25400
C01663,Riverton,B,63679
C01664,Fairfax,A,98128
C01665,Glendale,A,69787
C01666,Riverton,B,63863
C01667,Fairfax,C,17091
C01668,Springfield,A,84566
C01669,Fairfax,C,92602
C01670,Springfield,B,21143
C01671,Glendale,A,96968
C01672,Lakeview,C,20448
C01673,Springfield,A,63487
C01674,Fairfax,A,70895
C01675,Glendale,B,89609
C01676,Springfield,A,70611
C01677,Riverton,C,32654
C01678,Lakeview,B,72697
C01679,Lakeview,B,30533
C01680,Glendale,C,56834
C01681,Glendale,B,63004
C01682,Riverton,B,10591
C01683,Riverton,A,51748
C01684,Glendale,B,88891
C01685,Riverton,B,58934
C01686,Riverton,A,35795
C01687,Springfield,A,83077
C01688,Springfield,C,30145
C01689,Lakeview,B,73938
C01690,Riverton,A,52151
C01691,Lakeview,A,48001
C01692,Lakeview,C,34696
C01693,Riverton,A,75301
C01694,Riverton,A,21760
C01695,Glendale,A,96956
C01696,Fairfax,C,79358
C01697,Springfield,C,77835
C01698,Glendale,C,83395
C01699,Lakeview,B,56912
C01700,Springfield,C,89987
C01701,Riverton,B,65729
C01702,Fairfax,A,75187
C01703,Riverton,B,11337
C01704,Springfield,A,31626
C01705,Lakeview,A,95841
C01706,Lakeview,B,20055
C01707,Lakeview,A,73273
C01708,Riverton,B,88598
C01709,Fairfax,B,34444
C01710,Glendale,B,11602
C01711,Lakeview,A,40994
C01712,Springfield,C,53811
C01713,Lakeview,C,21874
C01714,Riverton,B,64192
C01715,Springfield,C,66061
C01716,Glendale,C,33199
C01717,Fairfax,A,70689
C01718,Riverton,C,96329
C01719,Riverton,C,53467
C01720,Riverton,A,40904
C01721,Glendale,C,33344
C01722,Riverton,B,78309
C01723,Lakeview,B,92906
C01724,Fairfax,A,54502
C01725,Lakeview,C,50815
C01726,Fairfax,A,32295
C01727,Riverton,A,62107
C01728,Lakeview,C,22537
C01729,Riverton,A,42177
C01730,Springfield,A,59332
C01731,Fairfax,C,38070
C01732,Lakeview,C,71511
C01733,Riverton,B,96592
C01734,Fairfax,B,48108
C01735,Fairfax,C,32731
C01736,Riverton,A,58417
C01737,Glendale,B,31960
C01738,Riverton,B,79730
C01739,Lakeview,C,14857
C01740,Riverton,B,25482
C01741,Fairfax,B,39324
C01742,Fairfax,C,33413
C01743,Lakeview,B,17105
C01744,Riverton,C,39920
C01745,Riverton,B,32421
C01746,Fairfax,B,31374
C01747,Riverton,A,76653
C01748,Springfield,A,45520
C01749,Fairfax,C,85118
C01750,Fairfax,A,29259
C01751,Fairfax,B,56036
C01752,Glendale,C,98194
C01753,Springfield,A,50785
C01754,Glendale,A,89479
C01755,Lakeview,B,29391
C01756,Glendale,B,55603
C01757,Fairfax,C,70932
C01758,Lakeview,C,29010
C01759,Fairfax,B,18943
C01760,Fairfax,C,82125
C01761,Springfield,B,52445
C01762,Springfield,C,44101
C01763,Riverton,C,21665
C01764,Fairfax,B,78482
C01765,Glendale,A,88607
C01766,Glendale,A,22166
C01767,Fairfax,B,83260
C01768,Lakeview,A,64297
C01769,Fairfax,C,77231
C01770,Lakeview,A,39661
C01771,Springfield,C,64490
C01772,Springfield,B,12847
C01773,Glendale,A,36699
C01774,Springfield,A,39255
C01775,Springfield,A,82421
C01776,Fairfax,A,72983
C01777,Lakeview,C,40603
C01778,Riverton,C,87179
C01779,Glendale,C,88569
C01780,Riverton,C,14719
C01781,Glendale,B,39040
C01782,Glendale,C,97648
C01783,Springfield,C,14049
C01784,Riverton,C,85558
C01785,Glendale,A,49297
C01786,Lakeview,C,45498
C01787,Fairfax,A,73120
C01788,Riverton,A,20888
C01789,Riverton,B,53167
C01790,Glendale,A,20187
C01791,Springfield,A,33154
C01792,Lakeview,C,47720
C01793,Glendale,B,70363
C01794,Fairfax,B,32295
C01795,Glendale,A,59138
C01796,Glendale,C,28215
C01797,Lakeview,B,72232
C01798,Riverton,B,16647
C01799,Fairfax,C,98579
C01800,Glendale,A,69392
C01801,Riverton,B,64444
C01802,Riverton,B,24914
C01803,Riverton,A,26500
C01804,Glendale,A,44892
C01805,Lakeview,C,82710
C01806,Springfield,A,53739
C01807,Springfield,C,57584
C01808,Lakeview,C,33579
C01809,Riverton,A,70106
C01810,Glendale,A,62611
C01811,Riverton,C,17582
C01812,Lakeview,A,70990
C01813,Fairfax,B,69328
C01814,Riverton,A,62733
C01815,Lakeview,B,11032
C01816,Springfield,A,72129
C01817,Lakeview,B,11413
C01818,Glendale,B,62327
C01819,Riverton,B,74139
C01820,Fairfax,C,39774
C01821,Fairfax,C,31738
C01822,Springfield,A,91595
C01823,Lakeview,B,29979
C01824,Riverton,A,19093
C01825,Fairfax,A,21395
C01826,Springfield,A,54496
C01827,Fairfax,C,60644
C01828,Springfield,C,81477
C01829,Glendale,C,92857
C01830,Riverton,A,93512
C01831,Springfield,C,55856
C01832,Riverton,B,11670
C01833,Riverton,C,46722
C01834,Springfield,B,64215
C01835,Lakeview,B,58243
C01836,Springfield,B,60908
C01837,Lakeview,B,43265
C01838,Springfield,B,31833
C01839,Springfield,B,24019
C01840,Lakeview,A,31785
C01841,Glendale,A,46460
C01842,Lakeview,B,63776
C01843,Glendale,B,16818
C01844,Lakeview,C,18505
C01845,Lakeview,B,70364
C01846,Lakeview,C,85742
C01847,Riverton,A,73390
C01848,Springfield,A,86217
C01849,Springfield,B,61322
C01850,Fairfax,A,97470
C01851,Springfield,A,96162
C01852,Fairfax,C,57571
C01853,Riverton,C,25412
C01854,Glendale,A,53021
C01855,Lakeview,C,18527
C01856,Lakeview,A,70107
C01857,Springfield,B,40066
C01858,Riverton,A,82868
C01859,Lakeview,A,60208
C01860,Lakeview,B,83464
C01861,Riverton,A,73689
C01862,Riverton,C,91988
C01863,Springfield,C,13862
C01864,Riverton,C,62242
C01865,Riverton,B,77936
C01866,Glendale,B,48873
C01867,Riverton,A,49163
C01868,Fairfax,B,23141
C01869,Glendale,B,77787
C01870,Springfield,B,71123
C01871,Springfield,A,18317
C01872,Lakeview,A,17489
C01873,Riverton,C,82397
C01874,Springfield,C,16744
C01875,Lakeview,C,58073
C01876,Springfield,C,96098
C01877,Fairfax,B,37457
C01878,Lakeview,B,74260
C01879,Springfield,B,71300
C01880,Springfield,A,61326
C01881,Lakeview,B,53545
C01882,Glendale,B,73058
C01883,Lakeview,A,12096
C01884,Springfield,B,60387
C01885,Riverton,B,61673
C01886,Riverton,C,15591
C01887,Fairfax,A,97751
C01888,Fairfax,A,47070
C01889,Springfield,C,51861
C01890,Lakeview,A,48590
C01891,Glendale,C,87683
C01892,Fairfax,A,98532
C01893,Springfield,B,30895
C01894,Fairfax,A,28719
C01895,Lakeview,A,47869
C01896,Springfield,A,13160
C01897,Glendale,B,29261
C01898,Glendale,B,39558
C01899,Glendale,A,14371
C01900,Lakeview,B,43860
C01901,Riverton,B,59740
C01902,Lakeview,C,84676
C01903,Lakeview,A,14194
C01904,Lakeview,C,65178
C01905,Springfield,B,77225
C01906,Riverton,C,96400
C01907,Glendale,A,56813
C01908,Glendale,C,93485
C01909,Fairfax,B,83316
C01910,Springfield,A,43854
C01911,Riverton,C,26684
C01912,Springfield,A,45338
C01913,Lakeview,B,58838
C01914,Glendale,B,65819
C01915,Glendale,C,82524
C01916,Glendale,B,65946
C01917,Riverton,A,97638
C01918,Springfield,B,57927
C01919,Fairfax,B,74441
C01920,Glendale,C,44167
C01921,Lakeview,C,12338
C01922,Lakeview,B,75949
C01923,Springfield,B,72021
C01924,Fairfax,A,19275
C01925,Glendale,A,31469
C01926,Springfield,C,66158
C01927,Springfield,B,33113
C01928,Fairfax,B,33366
C01929,Fairfax,A,58024
C01930,Springfield,C,19728
C01931,Riverton,C,75934
C01932,Riverton,B,87343
C01933,Lakeview,C,10445
C01934,Fairfax,A,75457
C01935,Glendale,B,76749
C01936,Glendale,A,82744
C01937,Springfield,C,87116
C01938,Glendale,A,50832
C01939,Fairfax,B,65700
C01940,Riverton,A,16404
C01941,Riverton,A,41068
C01942,Fairfax,C,56095
C01943,Riverton,B,39985
C01944,Fairfax,C,57721
C01945,Springfield,B,70961
C01946,Springfield,B,85639
C01947,Springfield,C,69569
C01948,Fairfax,A,41756
C01949,Fairfax,B,49171
C01950,Springfield,A,73882
C01951,Lakeview,B,83468
C01952,Fairfax,B,64326
C01953,Fairfax,C,19093
C01954,Fairfax,C,20392
C01955,Springfield,C,66632
C01956,Springfield,B,10159
C01957,Riverton,A,85311
C01958,Lakeview,A,86933
C01959,Springfield,C,82961
C01960,Riverton,B,51229
C01961,Springfield,A,29517
C01962,Glendale,C,25019
C01963,Fairfax,A,87388
C01964,Fairfax,C,86996
C01965,Springfield,C,56137
C01966,Springfield,C,45878
C01967,Lakeview,A,68962
C01968,Glendale,C,18575
C01969,Springfield,A,54682
C01970,Fairfax,C,37556
