subscription_id,session_id,bytes_used,ts
S01896,D0065837,17030230,2025-03-24T02:27:00Z
S00267,D0009362,55031396,2025-03-09T15:33:00Z
S01025,D0035546,35802744,2025-03-25T21:14:00Z
S01913,D0066537,-1,2025-03-01T19:45:00Z
S00812,D0027997,8426880,2025-03-11T13:38:00Z
S01560,D0053880,10892723,2025-03-16T12:56:00Z
S01545,D0053372,33331011,2025-03-24T19:27:00Z
S01348,D0046714,14949462,2025-03-03T15:54:00Z
S01371,D0047643,24013554,2025-03-10T23:20:00Z
S01778,X0012287,44038668,2025-04-03T07:45:00Z
S00219,D0007646,68986036,2025-03-02T06:54:00Z
S00631,D0022008,35575677,2025-03-22T22:09:00Z
S01610,D0055636,15927221,2025-03-17T07:17:00Z
S00096,D0003472,124240673,2025-03-12T19:28:00Z
S01932,D0067119,98092695,2025-03-04T01:01:00Z
S00617,D0021471,31699167,2025-03-06T04:03:00Z
S01950,X0013498,102830204,2025-02-27T07:28:00Z
S00748,D0025859,46084359,2025-03-21T15:09:00Z
S01978,D0068656,23203801,2025-03-02T02:26:00Z
S02000,D0069488,18370671,2025-03-10T21:41:00Z
S01252,D0043173,3952625,2025-03-16T07:12:00Z
S01281,X0008906,9328887,2025-02-20T22:43:00Z
S00128,X0000877,45713736,2025-02-20T07:28:00Z
S00577,D0020189,17405741,2025-03-25T01:28:00Z
S01347,D0046647,11586452,2025-03-03T01:01:00Z
S01605,X0011088,17753109,2025-02-28T06:38:00Z
S00731,D0025209,28725307,2025-03-03T16:45:00Z
S00711,D0024491,12023869,2025-03-16T02:01:00Z
S00634,D0022059,16211985,2025-03-01T06:29:00Z
S01209,D0041463,49035055,2025-03-09T03:13:00Z
S01240,D0042672,114542825,2025-03-13T18:56:00Z
S01429,D0049487,8213569,2025-03-15T20:18:00Z
S00176,D0006197,5853299,2025-03-21T04:49:00Z
S01781,D0061672,7099580,2025-03-03T09:38:00Z
S00824,D0028433,4307058,2025-03-11T06:27:00Z
S01420,D0049180,14280804,2025-03-18T01:16:00Z
S01243,D0042788,25395222,2025-03-16T04:40:00Z
S01334,D0046219,29897678,2025-03-22T19:45:00Z
S00383,D0013434,17127443,2025-03-21T01:42:00Z
S00595,D0020701,14972457,2025-03-20T06:47:00Z
S00045,D0001710,58208699,2025-03-12T18:43:00Z
S00874,D0030154,55659527,2025-03-15T09:57:00Z
S00872,X0006015,304078222,2025-04-02T23:31:00Z
S00765,D0026385,12168563,2025-03-13T03:00:00Z
S01801,D0062375,35150272,2025-03-01T06:53:00Z
S00578,X0004018,9023567,2025-04-03T06:24:00Z
S01734,X0011969,13148536,2025-02-22T11:39:00Z
S00062,D0002269,85206891,2025-03-11T00:16:00Z
S01798,X0012421,59389842,2025-02-23T16:49:00Z
S00069,D0002489,32173989,2025-03-19T19:23:00Z
S01688,D0058416,10772511,2025-03-04T06:12:00Z
S01430,D0049505,9231271,2025-03-28T12:09:00Z
S00797,D0027492,40495815,2025-03-26T17:23:00Z
S01426,D0049393,33507587,2025-03-15T07:13:00Z
S00045,D0001700,16087779,2025-03-20T06:49:00Z
S01269,D0043799,27866065,2025-03-03T22:09:00Z
S01841,D0063772,20737033,2025-03-09T15:30:00Z
S01557,D0053735,23229514,2025-03-27T00:09:00Z
S00209,D0007327,12740881,2025-03-23T14:15:00Z
S00825,D0028465,26339528,2025-03-22T00:58:00Z
S01660,X0011462,45383889,2025-04-05T06:04:00Z
S00463,D0016234,224078525,2025-03-14T22:41:00Z
S00503,X0003478,45329693,2025-04-02T13:05:00Z
S01885,D0065386,5333060,2025-03-22T04:12:00Z
S00724,D0024966,25882992,2025-03-01T09:52:00Z
S00667,D0023141,5548510,2025-03-28T20:42:00Z
S01274,D0043975,27158262,2025-03-13T22:49:00Z
S00773,D0026679,53210536,2025-03-04T04:02:00Z
S01931,D0067072,85742919,2025-03-01T00:26:00Z
S01963,D0068161,45097451,2025-03-03T10:54:00Z
S00896,D0030900,10857501,2025-03-11T14:46:00Z
S01320,D0045679,60172754,2025-03-21T19:47:00Z
S00310,D0010623,33389130,2025-03-06T20:12:00Z
S01368,X0009491,24201300,2025-02-23T11:21:00Z
S01843,D0063821,370190818,2025-03-17T04:16:00Z
S01608,D0055529,43868942,2025-03-09T15:06:00Z
S01357,D0047049,23055235,2025-03-11T10:59:00Z
S00206,D0007211,16561947,2025-03-21T16:18:00Z
S01115,X0007693,79483418,2025-02-24T23:59:00Z
S00677,D0023459,13079670,2025-03-19T04:49:00Z
S00100,D0003580,52695047,2025-03-04T18:47:00Z
S00259,D0009079,20707738,2025-03-16T20:03:00Z
S00139,D0004876,10835691,2025-03-28T14:36:00Z
S00020,D0000780,40073888,2025-03-01T10:42:00Z
S01363,D0047308,94473157,2025-03-01T21:53:00Z
S01707,X0011787,103786054,2025-04-04T03:10:00Z
S01680,D0058136,34708565,2025-03-04T06:58:00Z
S01741,D0060255,7858970,2025-03-17T01:22:00Z
S00310,D0010650,43751468,2025-03-03T13:23:00Z
S01957,D0067956,97871327,2025-03-07T17:23:00Z
S00459,D0016094,4261633,2025-03-13T14:36:00Z
S00347,X0002381,61112037,2025-02-25T01:42:00Z
S00294,D0010106,9326128,2025-03-27T21:57:00Z
S01822,D0063004,19152929,2025-03-15T12:27:00Z
S01180,D0040632,14339636,2025-03-16T20:36:00Z
S01733,D0060034,33626828,2025-03-18T02:11:00Z
S00399,D0013932,8368055,2025-03-17T03:23:00Z
S01342,D0046473,26710964,2025-03-27T14:54:00Z
S00311,D0010663,42478470,2025-03-10T23:34:00Z
S01434,D0049679,14825281,2025-03-13T15:13:00Z
S00343,X0002348,30169612,2025-02-24T16:35:00Z
S00392,X0002698,114847276,2025-02-20T01:19:00Z
S00747,D0025851,109663315,2025-03-15T16:36:00Z
S01836,D0063557,25752738,2025-03-25T02:42:00Z
S01178,D0040556,15680662,2025-03-26T21:35:00Z
S00182,X0001261,78797628,2025-04-04T05:05:00Z
S00703,D0024266,12490144,2025-03-05T00:05:00Z
S01824,D0063056,14493105,2025-03-20T07:06:00Z
S00780,D0026985,27957211,2025-03-14T17:07:00Z
S00283,D0009775,14343163,2025-03-16T19:15:00Z
S01907,D0066266,20810927,2025-03-06T04:26:00Z
S01657,D0057385,108798833,2025-03-09T16:23:00Z
S01067,D0036988,55340242,2025-03-11T17:05:00Z
S01605,D0055423,6982307,2025-03-20T18:50:00Z
S00337,D0011712,6799734,2025-03-05T08:49:00Z
S01449,D0050093,30715739,2025-03-16T13:08:00Z
S01336,D0046271,173397048,2025-03-02T21:42:00Z
S01366,D0047450,24727474,2025-03-20T04:12:00Z
S01502,D0051909,48383333,2025-03-23T23:04:00Z
S01415,D0049050,177416151,2025-03-15T12:27:00Z
S00512,D0017967,50043492,2025-03-09T16:54:00Z
S01621,D0056018,73347216,2025-03-15T00:15:00Z
S01790,D0062029,23856447,2025-03-18T05:34:00Z
S00132,D0004642,16792271,2025-03-19T10:51:00Z
S00587,D0020546,71298149,2025-03-15T12:41:00Z
S01641,X0011336,61317375,2025-04-03T00:14:00Z
S01802,D0062410,35035611,2025-03-06T06:59:00Z
S01700,D0058909,46477895,2025-03-18T09:23:00Z
S01325,D0045873,10989095,2025-03-22T23:30:00Z
S01558,D0053803,16873844,2025-03-18T11:20:00Z
S01304,D0045149,38497991,2025-03-18T01:55:00Z
S00181,D0006398,14977051,2025-03-02T00:48:00Z
S01093,D0037924,48712208,2025-03-12T17:06:00Z
S00332,D0011527,10068645,2025-03-15T19:49:00Z
S00919,D0031620,41987669,2025-03-04T17:25:00Z
S00692,D0023965,26228861,2025-03-15T19:51:00Z
S01853,D0064181,20803563,2025-03-28T00:59:00Z
S00580,D0020316,43341591,2025-03-20T22:31:00Z
S00318,D0010940,227430396,2025-03-12T10:49:00Z
S01852,D0064135,187680694,2025-03-22T02:37:00Z
S00954,D0032936,53858105,2025-03-04T13:42:00Z
S01215,D0041716,10530774,2025-03-28T00:38:00Z
S00713,D0024546,20592279,2025-03-05T03:42:00Z
S00172,X0001187,18576585,2025-02-20T19:44:00Z
S01311,D0045326,50155915,2025-03-03T11:49:00Z
S00001,D0000021,43475592,2025-03-06T16:53:00Z
S01996,D0069318,66115637,2025-03-21T04:43:00Z
S00161,D0005640,10447466,2025-03-11T22:26:00Z
S00914,X0006298,31552305,2025-02-26T15:52:00Z
S00318,D0010934,194913862,2025-03-21T08:25:00Z
S00146,D0005205,27223491,2025-03-18T11:20:00Z
S00627,D0021858,59717283,2025-03-14T21:45:00Z
S01132,D0039040,27406716,2025-03-01T21:42:00Z
S01807,X0012484,76990075,2025-04-04T20:36:00Z
S00273,X0001874,53050187,2025-04-05T06:40:00Z
S01459,D0050409,19867742,2025-03-10T14:34:00Z
S01121,D0038761,20799588,2025-03-12T05:17:00Z
S00080,D0002936,34751224,2025-03-04T17:53:00Z
S00458,D0016064,-1,2025-03-15T07:06:00Z
S00165,D0005836,21848720,2025-03-13T05:25:00Z
S00389,D0013625,24565013,2025-03-24T20:45:00Z
S00487,X0003353,7523350,2025-04-02T19:42:00Z
S00398,D0013907,9365652,2025-03-23T09:32:00Z
S00961,D0033237,26579252,2025-03-07T23:54:00Z
S01561,D0053937,37950718,2025-03-17T01:08:00Z
S01331,D0046101,24052590,2025-03-27T12:28:00Z
S01574,D0054295,19210887,2025-03-11T06:37:00Z
S01214,X0008403,123805557,2025-02-27T05:22:00Z
S00216,X0001490,66078750,2025-02-23T17:28:00Z
S00594,D0020700,20157120,2025-03-10T08:58:00Z
S01219,D0041923,80689425,2025-03-15T14:19:00Z
S00519,D0018269,34888720,2025-03-04T17:30:00Z
S01121,D0038760,-1,2025-03-28T05:36:00Z
S01735,D0060086,27135843,2025-03-28T16:37:00Z
S00951,D0032823,39708373,2025-03-09T17:40:00Z
S00683,D0023713,22849764,2025-03-21T13:16:00Z
S01087,D0037688,24492569,2025-03-27T22:52:00Z
S01685,D0058314,81670738,2025-03-19T23:04:00Z
S01319,D0045640,8103721,2025-03-11T08:29:00Z
S00710,D0024456,18860663,2025-03-04T02:56:00Z
S01018,D0035356,59438774,2025-03-22T17:10:00Z
S00484,D0016923,25693319,2025-03-05T22:39:00Z
S01681,D0058172,50661416,2025-03-06T23:06:00Z
S00140,D0004955,68761332,2025-03-07T00:39:00Z
S01634,X0011292,57853269,2025-04-04T05:59:00Z
S00218,D0007623,19715972,2025-03-03T06:34:00Z
S01707,D0059196,18016070,2025-03-18T18:13:00Z
S01397,D0048533,59136192,2025-03-21T14:01:00Z
S01417,D0049108,8630518,2025-03-03T23:10:00Z
S01771,D0061291,-1,2025-03-19T10:17:00Z
S01342,D0046479,20780789,2025-03-14T02:50:00Z
S00116,D0004174,12918503,2025-03-17T22:22:00Z
S01379,D0047854,116980873,2025-03-23T18:07:00Z
S01478,D0051016,33469623,2025-03-21T07:55:00Z
S01890,D0065607,14443185,2025-03-16T13:07:00Z
S01927,X0013334,36962281,2025-04-03T17:43:00Z
S01521,X0010505,22428800,2025-04-01T03:50:00Z
S01553,D0053607,5939462,2025-03-21T15:32:00Z
S01121,D0038764,93975138,2025-03-01T15:20:00Z
S00177,D0006248,29802604,2025-03-26T17:06:00Z
S01681,D0058185,82669332,2025-03-16T04:52:00Z
S00143,X0000991,108065558,2025-02-23T04:16:00Z
S00530,D0018609,25636331,2025-03-18T04:50:00Z
S01043,D0036200,124050760,2025-03-18T15:40:00Z
S01258,D0043373,72263672,2025-03-08T17:48:00Z
S00248,D0008648,69802849,2025-03-16T21:12:00Z
S00663,D0023017,13953954,2025-03-12T04:46:00Z
S01608,D0055516,31003428,2025-03-15T16:07:00Z
S00040,D0001535,13837542,2025-03-10T05:16:00Z
S01288,X0008946,27233862,2025-04-05T01:30:00Z
S01139,D0039323,32183116,2025-03-10T11:26:00Z
S00976,D0033862,65378663,2025-03-25T00:01:00Z
S00654,D0022712,73661679,2025-03-07T02:34:00Z
S01037,D0035940,31449292,2025-03-07T05:18:00Z
S01534,D0053045,99153618,2025-03-24T20:28:00Z
S00185,D0006547,24584590,2025-03-11T19:43:00Z
S01448,D0050085,39776114,2025-03-08T21:57:00Z
S00237,D0008298,125369204,2025-03-12T18:04:00Z
S00451,D0015823,28753764,2025-03-19T00:23:00Z
S01311,D0045361,16009694,2025-03-07T23:06:00Z
S00493,D0017328,34612906,2025-03-08T20:06:00Z
S00238,D0008310,13301595,2025-03-17T01:19:00Z
S00802,D0027687,20455322,2025-03-20T11:51:00Z
S01761,X0012170,23476832,2025-04-05T07:57:00Z
S00720,D0024853,22678168,2025-03-06T12:28:00Z
S01900,D0066059,6503531,2025-03-14T12:55:00Z
S01950,D0067725,11877737,2025-03-19T02:38:00Z
S01655,D0057329,26214035,2025-03-04T23:22:00Z
S00024,X0000160,75651850,2025-04-02T21:16:00Z
S01427,D0049417,-1,2025-03-03T15:35:00Z
S01054,D0036504,121905137,2025-03-27T22:26:00Z
S01453,D0050241,7058856,2025-03-10T09:13:00Z
S00379,D0013236,36325457,2025-03-02T00:21:00Z
S00893,D0030823,11715854,2025-03-02T08:56:00Z
S00069,D0002488,28475790,2025-03-25T15:56:00Z
S00738,D0025468,19099039,2025-03-02T12:05:00Z
S00086,D0003189,149198776,2025-03-22T18:56:00Z
S01075,D0037248,-1,2025-03-01T20:48:00Z
S01472,D0050872,36252647,2025-03-27T20:38:00Z
S00024,D0000909,8161510,2025-03-20T10:04:00Z
S01286,D0044453,773838852,2025-03-06T00:08:00Z
S00929,D0031994,19976808,2025-03-05T02:09:00Z
S01777,D0061517,18785465,2025-03-25T08:22:00Z
S00327,D0011287,66509863,2025-03-27T04:25:00Z
S00167,D0005889,49138062,2025-03-22T07:52:00Z
S01555,D0053702,3277906,2025-03-14T14:34:00Z
S01805,D0062484,78799968,2025-03-17T03:51:00Z
S00382,D0013397,24535800,2025-03-01T06:50:00Z
S00252,D0008857,55887983,2025-03-01T13:03:00Z
S00984,D0034197,121049601,2025-03-17T15:47:00Z
S00356,D0012388,81560423,2025-03-24T20:38:00Z
S01558,D0053826,47008263,2025-03-10T10:55:00Z
S00386,D0013533,11961652,2025-03-10T01:18:00Z
S00086,D0003205,136196145,2025-03-18T02:39:00Z
S01676,X0011557,9584906,2025-04-03T03:26:00Z
S00881,D0030382,45261912,2025-03-24T05:22:00Z
S01869,D0064755,41900898,2025-03-11T16:55:00Z
S00469,D0016428,8647189,2025-03-03T22:44:00Z
S01609,D0055592,26869185,2025-03-25T08:53:00Z
S00515,D0018073,47920864,2025-03-28T07:27:00Z
S01423,D0049293,17540209,2025-03-15T20:10:00Z
S01765,X0012201,90218625,2025-04-03T21:10:00Z
S00143,D0005129,37025749,2025-03-22T10:16:00Z
S00331,D0011474,35487958,2025-03-27T11:23:00Z
S01405,D0048729,65019483,2025-03-09T08:19:00Z
S01944,D0067505,217197792,2025-03-01T17:02:00Z
S01841,D0063781,31089337,2025-03-12T18:05:00Z
S00151,D0005380,12243705,2025-03-26T20:06:00Z
S01226,D0042189,87011060,2025-03-12T18:30:00Z
S01684,D0058286,17350033,2025-03-28T09:00:00Z
S01214,D0041649,48979799,2025-03-16T15:06:00Z
S00161,D0005673,2438108,2025-03-16T13:13:00Z
S01744,D0060374,14786890,2025-03-01T11:52:00Z
S01596,D0055012,15719874,2025-03-04T04:16:00Z
S00842,D0029193,21893481,2025-03-21T08:12:00Z
S00278,D0009627,57587196,2025-03-02T23:45:00Z
S00236,D0008267,11606260,2025-03-21T12:00:00Z
S01091,D0037817,21751630,2025-03-02T23:23:00Z
S00486,D0017003,13956521,2025-03-20T08:38:00Z
S01600,X0011050,36124896,2025-04-05T08:22:00Z
S01979,D0068715,113752559,2025-03-10T13:55:00Z
S01634,D0056564,20410840,2025-03-01T06:41:00Z
S00143,D0005105,53501729,2025-03-06T03:32:00Z
S01084,D0037555,40592198,2025-03-16T04:43:00Z
S00822,D0028343,6599763,2025-03-13T02:04:00Z
S01367,D0047466,14888494,2025-03-11T15:51:00Z
S00353,D0012260,221536409,2025-03-27T04:46:00Z
S01840,D0063697,6545056,2025-03-02T12:28:00Z
S01663,D0057601,11751604,2025-03-02T09:20:00Z
S01933,D0067201,2904234,2025-03-04T20:25:00Z
S01740,D0060245,78301740,2025-03-17T23:46:00Z
S00402,D0014050,8452325,2025-03-14T06:36:00Z
S01717,D0059541,16823430,2025-03-12T08:53:00Z
S00918,D0031604,13033313,2025-03-10T10:53:00Z
S00194,X0001348,74641329,2025-04-01T13:07:00Z
S00946,X0006531,31040562,2025-04-03T06:48:00Z
S01629,D0056319,99023588,2025-03-12T15:01:00Z
S00876,X0006041,46294829,2025-04-02T16:02:00Z
S00905,X0006239,69537526,2025-02-20T14:26:00Z
S01413,D0048968,26657892,2025-03-05T04:58:00Z
S01409,D0048864,86589839,2025-03-23T17:30:00Z
S00180,D0006365,18552866,2025-03-22T04:59:00Z
S01045,X0007235,18694982,2025-02-22T22:03:00Z
S00865,X0005965,33987066,2025-02-20T16:06:00Z
S00692,D0023963,52386142,2025-03-12T14:23:00Z
S00364,D0012690,24608760,2025-03-15T21:18:00Z
S00712,D0024508,8730011,2025-03-08T01:19:00Z
S01034,D0035818,5433690,2025-03-17T04:27:00Z
S00625,X0004336,36397899,2025-02-21T22:57:00Z
S01558,D0053814,209407253,2025-03-11T02:01:00Z
S00682,D0023679,56507011,2025-03-27T05:28:00Z
S00566,D0019841,33148670,2025-03-22T06:26:00Z
S00710,D0024468,127142984,2025-03-16T12:43:00Z
S00302,X0002070,12782561,2025-02-22T03:44:00Z
S00625,D0021792,95441282,2025-03-07T09:46:00Z
S01459,D0050448,25210515,2025-03-19T13:31:00Z
S00654,D0022731,11738268,2025-03-08T19:27:00Z
S01065,D0036911,4925659,2025-03-22T08:57:00Z
S01390,D0048259,29438677,2025-03-03T12:15:00Z
S01834,D0063448,143939990,2025-03-10T00:28:00Z
S00502,D0017645,-1,2025-03-24T16:33:00Z
S01338,X0009281,17735163,2025-04-05T15:43:00Z
S00015,X0000102,52295294,2025-04-03T13:58:00Z
S00198,D0006944,6321585,2025-03-04T13:38:00Z
S01265,D0043660,13261678,2025-03-23T14:29:00Z
S01595,D0054952,34348319,2025-03-14T04:37:00Z
S01958,X0013551,35695686,2025-02-21T00:44:00Z
S00310,D0010658,62150217,2025-03-12T09:34:00Z
S01962,D0068146,28154887,2025-03-21T08:39:00Z
S00716,D0024665,22752362,2025-03-03T12:08:00Z
S01273,D0043924,23171559,2025-03-06T22:19:00Z
S01157,D0039885,95756020,2025-03-10T14:23:00Z
S00424,D0014923,13366569,2025-03-23T02:25:00Z
S01797,D0062225,45707605,2025-03-02T07:30:00Z
S00766,D0026426,48738529,2025-03-22T04:32:00Z
S00941,D0032475,41564552,2025-03-27T13:17:00Z
S00676,D0023446,6164893,2025-03-05T08:06:00Z
S01353,X0009390,12802615,2025-02-25T22:54:00Z
S01319,D0045625,23079619,2025-03-27T01:04:00Z
S01744,X0012045,6582241,2025-02-25T03:53:00Z
S00489,D0017117,45963442,2025-03-20T07:53:00Z
S00083,D0003085,42429396,2025-03-22T14:54:00Z
S00878,D0030314,43616108,2025-03-22T23:09:00Z
S00270,D0009422,-1,2025-03-07T13:38:00Z
S00165,D0005812,36347833,2025-03-27T21:26:00Z
S01175,D0040454,41682734,2025-03-13T04:58:00Z
S00137,D0004812,128909475,2025-03-19T00:39:00Z
S01082,D0037477,71725773,2025-03-22T23:23:00Z
S01502,D0051912,72449356,2025-03-19T13:43:00Z
S00837,D0028990,20907329,2025-03-22T15:01:00Z
S00632,D0022027,95292864,2025-03-23T13:43:00Z
S01523,D0052592,154052005,2025-03-13T08:06:00Z
S01029,D0035680,52424665,2025-03-04T18:06:00Z
S01545,D0053382,158883180,2025-03-04T14:21:00Z
S01118,D0038671,148674636,2025-03-01T01:00:00Z
S01363,D0047322,97653775,2025-03-03T14:12:00Z
S00135,D0004761,2861392,2025-03-23T11:12:00Z
S01281,D0044242,12422207,2025-03-22T10:13:00Z
S00906,D0031263,89725669,2025-03-03T11:32:00Z
S01154,D0039788,120487758,2025-03-07T14:42:00Z
S00510,D0017928,38904291,2025-03-02T03:35:00Z
S01361,D0047272,30651451,2025-03-19T00:34:00Z
S00278,D0009614,108561609,2025-03-26T06:48:00Z
S01070,D0037102,-1,2025-03-07T07:46:00Z
S01767,D0061133,17573305,2025-03-12T14:13:00Z
S00718,D0024742,31054449,2025-03-14T08:10:00Z
S01034,D0035834,8047522,2025-03-09T09:20:00Z
S00896,D0030892,25343675,2025-03-02T22:50:00Z
S01253,D0043202,141995734,2025-03-24T19:05:00Z
S01725,D0059747,34470176,2025-03-14T10:18:00Z
S00043,D0001644,19794046,2025-03-05T21:44:00Z
S01059,D0036715,103583289,2025-03-17T04:06:00Z
S00803,D0027708,13219685,2025-03-04T21:54:00Z
S01608,D0055548,33180284,2025-03-24T04:59:00Z
S00576,D0020168,61912993,2025-03-21T09:52:00Z
S01093,D0037906,53239960,2025-03-13T14:05:00Z
S01275,D0044024,5784396,2025-03-21T02:00:00Z
S00132,D0004641,84811412,2025-03-18T18:30:00Z
S01200,D0041218,28460173,2025-03-13T08:29:00Z
S00494,D0017362,237579485,2025-03-02T12:24:00Z
S00533,D0018728,18074800,2025-03-02T16:05:00Z
S00862,D0029757,17759500,2025-03-24T03:08:00Z
S01086,D0037630,13653803,2025-03-03T12:22:00Z
S01152,X0007948,94609451,2025-02-23T02:49:00Z
S00666,D0023111,30606380,2025-03-22T09:26:00Z
S01817,D0062835,128102569,2025-03-24T18:02:00Z
S01412,D0048945,144878721,2025-03-04T15:19:00Z
S01538,D0053130,17274661,2025-03-13T21:30:00Z
S00308,D0010583,47005797,2025-03-03T02:19:00Z
S01868,D0064738,22592069,2025-03-27T08:34:00Z
S01012,D0035132,5055797,2025-03-12T04:11:00Z
S01542,D0053266,35932127,2025-03-05T21:53:00Z
S00006,D0000233,-1,2025-03-25T16:50:00Z
S00484,X0003334,59059456,2025-04-02T06:52:00Z
S01996,D0069334,18919312,2025-03-26T23:15:00Z
S01298,X0009004,29726261,2025-02-24T01:43:00Z
S00178,D0006313,123608498,2025-03-11T15:06:00Z
S01867,D0064659,22068699,2025-03-02T00:44:00Z
S01613,D0055746,9273638,2025-03-20T22:39:00Z
S01999,D0069438,35731298,2025-03-24T22:11:00Z
S01235,D0042441,-1,2025-03-20T00:36:00Z
S01936,D0067276,16215578,2025-03-25T17:18:00Z
S01785,D0061783,520326586,2025-03-14T02:44:00Z
S01003,D0034868,48648120,2025-03-16T13:30:00Z
S00549,D0019299,6411835,2025-03-25T01:38:00Z
S00261,D0009185,61680284,2025-03-23T05:15:00Z
S01432,D0049574,37570336,2025-03-04T22:55:00Z
S00107,D0003848,24454733,2025-03-25T20:11:00Z
S01299,D0044943,15009040,2025-03-02T03:46:00Z
S01955,D0067924,22565237,2025-03-26T02:45:00Z
S01014,X0007012,57227703,2025-04-03T22:45:00Z
S01252,D0043160,36255250,2025-03-06T13:52:00Z
S00805,D0027764,-1,2025-03-25T00:25:00Z
S01270,D0043852,68010283,2025-03-20T01:39:00Z
S01317,D0045537,10153867,2025-03-18T12:29:00Z
S00655,D0022778,186651181,2025-03-18T01:43:00Z
S01348,D0046724,41571180,2025-03-15T18:09:00Z
S01442,D0049887,14533893,2025-03-07T21:22:00Z
S01599,D0055135,34980200,2025-03-22T17:51:00Z
S00084,D0003101,23843045,2025-03-05T17:14:00Z
S00153,D0005404,184967827,2025-03-03T06:51:00Z
S01378,D0047839,80593914,2025-03-05T03:51:00Z
S01315,X0009117,38722407,2025-02-26T02:23:00Z
S00830,D0028720,5742772,2025-03-02T13:00:00Z
S00275,D0009555,11220915,2025-03-18T03:58:00Z
S00281,D0009700,17447714,2025-03-24T23:06:00Z
S00072,D0002610,46277838,2025-03-15T22:54:00Z
S00740,D0025567,24326741,2025-03-11T19:53:00Z
S00416,D0014568,84919451,2025-03-26T08:59:00Z
S01802,D0062400,8473779,2025-03-02T09:21:00Z
S01942,X0013445,106962878,2025-04-05T06:08:00Z
S01008,D0035010,168953090,2025-03-15T03:39:00Z
S01793,D0062112,32903500,2025-03-14T18:56:00Z
S01000,D0034793,36224320,2025-03-25T20:31:00Z
S01379,D0047884,75600055,2025-03-08T12:19:00Z
S00594,X0004129,40562998,2025-04-02T15:09:00Z
