sim_iccid,status,subscription_id
8901000000000000222,RETIRED,S00102
8901000000000000223,SPARE,S01931
8901000000000000224,RETIRED,S00240
8901000000000000225,SPARE,S00466
8901000000000000226,ACTIVE,S01289
8901000000000000227,RETIRED,S00591
8901000000000000228,RETIRED,S00567
8901000000000000229,ACTIVE,S01162
8901000000000000230,ACTIVE,S00822
8901000000000000231,ACTIVE,S01026
8901000000000000232,RETIRED,S01333
8901000000000000233,ACTIVE,S01274
8901000000000000234,RETIRED,S01927
8901000000000000235,ACTIVE,S01315
8901000000000000236,RETIRED,S00590
8901000000000000237,ACTIVE,S01479
8901000000000000238,SPARE,S01421
8901000000000000239,RETIRED,S01970
8901000000000000240,ACTIVE,S01187
8901000000000000241,ACTIVE,S00154
8901000000000000242,ACTIVE,S01375
8901000000000000243,RETIRED,S00571
8901000000000000244,SPARE,S01172
8901000000000000245,ACTIVE,S01785
8901000000000000246,RETIRED,S00070
8901000000000000247,SPARE,S00757
8901000000000000248,RETIRED,S00146
8901000000000000249,SPARE,S01398
8901000000000000250,ACTIVE,S01216
8901000000000000251,RETIRED,S00137
8901000000000000252,SPARE,S01009
8901000000000000253,RETIRED,S00511
8901000000000000254,SPARE,S00695
8901000000000000255,ACTIVE,S00061
8901000000000000256,SPARE,S00660
8901000000000000257,RETIRED,S00220
8901000000000000258,ACTIVE,S01060
8901000000000000259,RETIRED,S01894
8901000000000000260,RETIRED,S01517
8901000000000000261,SPARE,S00937
8901000000000000262,SPARE,S01360
8901000000000000263,ACTIVE,S01565
8901000000000000264,ACTIVE,S00507
8901000000000000265,RETIRED,S00201
8901000000000000266,ACTIVE,S01565
8901000000000000267,ACTIVE,S01450
8901000000000000268,RETIRED,S00103
8901000000000000269,RETIRED,S01353
8901000000000000270,SPARE,S01908
8901000000000000271,RETIRED,S01652
8901000000000000272,SPARE,S00937
8901000000000000273,RETIRED,S01149
8901000000000000274,ACTIVE,S00320
8901000000000000275,SPARE,S01186
8901000000000000276,ACTIVE,S01707
8901000000000000277,SPARE,S01597
8901000000000000278,RETIRED,S00210
8901000000000000279,ACTIVE,S01873
8901000000000000280,RETIRED,S00409
8901000000000000281,ACTIVE,S01283
8901000000000000282,SPARE,S00007
8901000000000000283,ACTIVE,S01139
8901000000000000284,RETIRED,S00119
8901000000000000285,RETIRED,S01579
8901000000000000286,SPARE,S01457
8901000000000000287,ACTIVE,S01145
8901000000000000288,ACTIVE,S01266
8901000000000000289,SPARE,S00859
8901000000000000290,RETIRED,S01445
8901000000000000291,ACTIVE,S01068
8901000000000000292,SPARE,S00659
8901000000000000293,RETIRED,S00737
8901000000000000294,SPARE,S00883
8901000000000000295,SPARE,S01921
8901000000000000296,RETIRED,S01295
8901000000000000297,SPARE,S00108
8901000000000000298,ACTIVE,S00762
8901000000000000299,SPARE,S00999
8901000000000000300,RETIRED,S00823
8901000000000000301,ACTIVE,S01688
8901000000000000302,RETIRED,S00119
8901000000000000303,SPARE,S00873
8901000000000000304,SPARE,S01678
8901000000000000305,ACTIVE,S01373
8901000000000000306,SPARE,S00266
8901000000000000307,ACTIVE,S01641
8901000000000000308,RETIRED,S00217
8901000000000000309,RETIRED,S00649
8901000000000000310,SPARE,S00996
8901000000000000311,ACTIVE,S01350
8901000000000000312,SPARE,S00519
8901000000000000313,RETIRED,S01052
8901000000000000314,ACTIVE,S00652
8901000000000000315,RETIRED,S01963
8901000000000000316,RETIRED,S01806
8901000000000000317,SPARE,S00888
8901000000000000318,SPARE,S01206
8901000000000000319,ACTIVE,S00418
8901000000000000320,ACTIVE,S01407
8901000000000000321,RETIRED,S01352
8901000000000000322,ACTIVE,S01742
8901000000000000323,RETIRED,S00950
8901000000000000324,SPARE,S01724
8901000000000000325,RETIRED,S00907
8901000000000000326,SPARE,S01463
8901000000000000327,RETIRED,S01218
8901000000000000328,ACTIVE,S01846
8901000000000000329,RETIRED,S01408
8901000000000000330,ACTIVE,S00962
8901000000000000331,SPARE,S00027
8901000000000000332,SPARE,S01426
8901000000000000333,RETIRED,S01438
8901000000000000334,RETIRED,S01924
8901000000000000335,SPARE,S01934
8901000000000000336,ACTIVE,S00936
8901000000000000337,ACTIVE,S01300
8901000000000000338,RETIRED,S01939
8901000000000000339,ACTIVE,S00665
8901000000000000340,ACTIVE,S02000
8901000000000000341,SPARE,S01315
8901000000000000342,SPARE,S00299
8901000000000000343,ACTIVE,S00105
8901000000000000344,SPARE,S00281
8901000000000000345,SPARE,S01957
8901000000000000346,RETIRED,S00168
8901000000000000347,ACTIVE,S00971
8901000000000000348,ACTIVE,S01916
8901000000000000349,ACTIVE,S00939
8901000000000000350,SPARE,S00993
8901000000000000351,SPARE,S00218
8901000000000000352,ACTIVE,S01401
8901000000000000353,RETIRED,S01362
8901000000000000354,ACTIVE,S01968
8901000000000000355,SPARE,S01194
8901000000000000356,RETIRED,S00491
8901000000000000357,SPARE,S00289
8901000000000000358,ACTIVE,S01905
8901000000000000359,SPARE,S01071
8901000000000000360,RETIRED,S00337
8901000000000000361,SPARE,S01154
8901000000000000362,ACTIVE,S01077
8901000000000000363,SPARE,S01161
8901000000000000364,SPARE,S00440
8901000000000000365,SPARE,S00391
8901000000000000366,RETIRED,S00509
8901000000000000367,SPARE,S01836
8901000000000000368,SPARE,S01185
8901000000000000369,SPARE,S00128
8901000000000000370,RETIRED,S00263
8901000000000000371,SPARE,S01113
8901000000000000372,ACTIVE,S00733
8901000000000000373,ACTIVE,S01096
8901000000000000374,SPARE,S01201
8901000000000000375,SPARE,S01462
8901000000000000376,SPARE,S01639
8901000000000000377,RETIRED,S01356
8901000000000000378,ACTIVE,S01935
8901000000000000379,ACTIVE,S01659
8901000000000000380,ACTIVE,S01874
8901000000000000381,SPARE,S00729
8901000000000000382,RETIRED,S01390
8901000000000000383,SPARE,S00421
8901000000000000384,SPARE,S01441
8901000000000000385,ACTIVE,S00988
8901000000000000386,RETIRED,S01555
8901000000000000387,SPARE,S01394
8901000000000000388,ACTIVE,S00244
8901000000000000389,SPARE,S01455
8901000000000000390,SPARE,S00046
8901000000000000391,RETIRED,S00442
8901000000000000392,SPARE,S00568
8901000000000000393,ACTIVE,S01917
8901000000000000394,SPARE,S01029
8901000000000000395,RETIRED,S00420
8901000000000000396,ACTIVE,S00948
8901000000000000397,SPARE,S00157
8901000000000000398,RETIRED,S00699
8901000000000000399,RETIRED,S01682
8901000000000000400,SPARE,S00203
8901000000000000401,ACTIVE,S01468
8901000000000000402,SPARE,S01338
8901000000000000403,ACTIVE,S01167
8901000000000000404,SPARE,S00545
8901000000000000405,ACTIVE,S01176
8901000000000000406,SPARE,S00103
8901000000000000407,RETIRED,S01232
8901000000000000408,SPARE,S00946
8901000000000000409,SPARE,S00495
8901000000000000410,ACTIVE,S00087
8901000000000000411,RETIRED,S00786
8901000000000000412,RETIRED,S01673
8901000000000000413,SPARE,S01023
8901000000000000414,ACTIVE,S00423
8901000000000000415,SPARE,S00054
8901000000000000416,SPARE,S01927
8901000000000000417,RETIRED,S00114
8901000000000000418,SPARE,S01780
8901000000000000419,RETIRED,S01313
8901000000000000420,ACTIVE,S00554
8901000000000000421,ACTIVE,S00152
8901000000000000422,SPARE,S01201
8901000000000000423,RETIRED,S01763
8901000000000000424,SPARE,S00284
8901000000000000425,RETIRED,S01937
8901000000000000426,SPARE,S00516
8901000000000000427,SPARE,S01111
8901000000000000428,RETIRED,S00334
8901000000000000429,ACTIVE,S01506
8901000000000000430,ACTIVE,S00033
8901000000000000431,ACTIVE,S01696
8901000000000000432,ACTIVE,S00490
8901000000000000433,ACTIVE,S00337
8901000000000000434,SPARE,S00678
8901000000000000435,SPARE,S00436
8901000000000000436,ACTIVE,S00496
8901000000000000437,SPARE,S01599
8901000000000000438,SPARE,S00762
8901000000000000439,SPARE,S01838
8901000000000000440,ACTIVE,S01210
8901000000000000441,RETIRED,S00218
8901000000000000442,ACTIVE,S01987
8901000000000000443,ACTIVE,S00208
8901000000000000444,SPARE,S00531
8901000000000000445,RETIRED,S01992
8901000000000000446,ACTIVE,S00028
8901000000000000447,RETIRED,S00806
8901000000000000448,ACTIVE,S01786
8901000000000000449,RETIRED,S01250
8901000000000000450,RETIRED,S00514
8901000000000000451,ACTIVE,S00663
8901000000000000452,ACTIVE,S00810
8901000000000000453,SPARE,S00233
8901000000000000454,ACTIVE,S01159
8901000000000000455,RETIRED,S00520
8901000000000000456,RETIRED,S00303
8901000000000000457,ACTIVE,S00819
8901000000000000458,RETIRED,S00882
8901000000000000459,RETIRED,S00549
8901000000000000460,ACTIVE,S00710
8901000000000000461,RETIRED,S00363
8901000000000000462,RETIRED,S00392
8901000000000000463,ACTIVE,S01245
8901000000000000464,ACTIVE,S00255
8901000000000000465,ACTIVE,S00554
8901000000000000466,SPARE,S00787
8901000000000000467,SPARE,S01752
8901000000000000468,SPARE,S01742
8901000000000000469,SPARE,S00669
8901000000000000470,ACTIVE,S01476
8901000000000000471,ACTIVE,S01062
8901000000000000472,SPARE,S00864
8901000000000000473,ACTIVE,S01807
8901000000000000474,SPARE,S00570
8901000000000000475,RETIRED,S01576
8901000000000000476,ACTIVE,S00875
8901000000000000477,RETIRED,S01817
8901000000000000478,ACTIVE,S01255
8901000000000000479,RETIRED,S00093
8901000000000000480,SPARE,S01028
8901000000000000481,RETIRED,S00372
8901000000000000482,RETIRED,S00914
8901000000000000483,SPARE,S00301
8901000000000000484,RETIRED,S00847
8901000000000000485,RETIRED,S00100
8901000000000000486,SPARE,S00208
8901000000000000487,RETIRED,S01076
8901000000000000488,SPARE,S00685
8901000000000000489,SPARE,S01903
8901000000000000490,ACTIVE,S01511
8901000000000000491,RETIRED,S01476
8901000000000000492,RETIRED,S00285
8901000000000000493,SPARE,S01128
8901000000000000494,RETIRED,S01232
8901000000000000495,RETIRED,S00770
8901000000000000496,ACTIVE,S01990
8901000000000000497,RETIRED,S00409
8901000000000000498,RETIRED,S00626
8901000000000000499,SPARE,S01901
8901000000000000500,RETIRED,S01835
8901000000000000501,SPARE,S00013
8901000000000000502,SPARE,S01206
8901000000000000503,ACTIVE,S01436
8901000000000000504,ACTIVE,S00484
8901000000000000505,ACTIVE,S00059
8901000000000000506,ACTIVE,S01217
8901000000000000507,ACTIVE,S01441
8901000000000000508,ACTIVE,S00539
8901000000000000509,ACTIVE,S00901
8901000000000000510,ACTIVE,S00358
8901000000000000511,RETIRED,S01131
8901000000000000512,RETIRED,S01513
8901000000000000513,SPARE,S01592
8901000000000000514,RETIRED,S00270
8901000000000000515,ACTIVE,S01988
8901000000000000516,SPARE,S00451
8901000000000000517,RETIRED,S01578
8901000000000000518,ACTIVE,S00296
8901000000000000519,RETIRED,S01823
8901000000000000520,ACTIVE,S00425
8901000000000000521,ACTIVE,S00788
8901000000000000522,ACTIVE,S01486
8901000000000000523,RETIRED,S01260
8901000000000000524,RETIRED,S00297
8901000000000000525,SPARE,S01436
8901000000000000526,ACTIVE,S00174
8901000000000000527,RETIRED,S00257
8901000000000000528,RETIRED,S01331
8901000000000000529,ACTIVE,S00789
8901000000000000530,ACTIVE,S01204
8901000000000000531,SPARE,S01642
8901000000000000532,ACTIVE,S01611
8901000000000000533,SPARE,S00645
8901000000000000534,ACTIVE,S00767
8901000000000000535,ACTIVE,S01564
8901000000000000536,RETIRED,S01635
8901000000000000537,RETIRED,S00019
8901000000000000538,RETIRED,S00958
8901000000000000539,ACTIVE,S00960
8901000000000000540,RETIRED,S01993
8901000000000000541,RETIRED,S01060
8901000000000000542,ACTIVE,S00384
8901000000000000543,SPARE,S00459
8901000000000000544,RETIRED,S00321
8901000000000000545,ACTIVE,S00332
8901000000000000546,SPARE,S01992
8901000000000000547,SPARE,S00306
8901000000000000548,SPARE,S01749
8901000000000000549,RETIRED,S01168
8901000000000000550,RETIRED,S00907
8901000000000000551,RETIRED,S00695
8901000000000000552,RETIRED,S01518
8901000000000000553,SPARE,S01190
8901000000000000554,ACTIVE,S01314
8901000000000000555,RETIRED,S00543
8901000000000000556,ACTIVE,S01105
8901000000000000557,RETIRED,S00094
8901000000000000558,RETIRED,S01641
8901000000000000559,ACTIVE,S00856
8901000000000000560,ACTIVE,S01862
8901000000000000561,SPARE,S00062
8901000000000000562,SPARE,S00515
8901000000000000563,RETIRED,S00051
8901000000000000564,RETIRED,S01542
8901000000000000565,SPARE,S01540
8901000000000000566,ACTIVE,S00071
8901000000000000567,ACTIVE,S00378
8901000000000000568,ACTIVE,S00745
8901000000000000569,ACTIVE,S01833
8901000000000000570,ACTIVE,S01681
8901000000000000571,SPARE,S00339
8901000000000000572,RETIRED,S01148
8901000000000000573,SPARE,S00018
8901000000000000574,ACTIVE,S01130
8901000000000000575,RETIRED,S00998
8901000000000000576,RETIRED,S01781
8901000000000000577,ACTIVE,S01450
8901000000000000578,SPARE,S00700
8901000000000000579,SPARE,S00164
8901000000000000580,SPARE,S00856
8901000000000000581,SPARE,S00645
8901000000000000582,ACTIVE,S00612
8901000000000000583,ACTIVE,S01673
8901000000000000584,SPARE,S00096
8901000000000000585,SPARE,S00248
8901000000000000586,ACTIVE,S00217
8901000000000000587,RETIRED,S01183
8901000000000000588,SPARE,S01484
8901000000000000589,SPARE,S00861
8901000000000000590,ACTIVE,S00354
8901000000000000591,SPARE,S00297
8901000000000000592,ACTIVE,S00244
8901000000000000593,SPARE,S00969
8901000000000000594,ACTIVE,S00502
8901000000000000595,SPARE,S00172
8901000000000000596,SPARE,S00641
8901000000000000597,RETIRED,S00131
8901000000000000598,RETIRED,S01360
8901000000000000599,SPARE,S01788
8901000000000000600,ACTIVE,S01067
8901000000000000601,SPARE,S01581
8901000000000000602,SPARE,S00019
8901000000000000603,RETIRED,S01900
8901000000000000604,ACTIVE,S00821
8901000000000000605,SPARE,S01792
8901000000000000606,SPARE,S01279
8901000000000000607,RETIRED,S01779
8901000000000000608,ACTIVE,S00462
8901000000000000609,RETIRED,S00337
8901000000000000610,ACTIVE,S01886
8901000000000000611,RETIRED,S00245
8901000000000000612,RETIRED,S00519
8901000000000000613,SPARE,S01998
8901000000000000614,SPARE,S01317
8901000000000000615,RETIRED,S01555
8901000000000000616,ACTIVE,S00689
8901000000000000617,RETIRED,S01522
8901000000000000618,RETIRED,S01903
8901000000000000619,ACTIVE,S00542
8901000000000000620,SPARE,S01997
8901000000000000621,RETIRED,S00047
8901000000000000622,RETIRED,S01600
8901000000000000623,ACTIVE,S01481
8901000000000000624,RETIRED,S01729
8901000000000000625,RETIRED,S00565
8901000000000000626,ACTIVE,S01401
8901000000000000627,SPARE,S01252
8901000000000000628,SPARE,S01904
8901000000000000629,ACTIVE,S01513
8901000000000000630,RETIRED,S01690
8901000000000000631,ACTIVE,S00740
8901000000000000632,ACTIVE,S01645
8901000000000000633,SPARE,S00315
8901000000000000634,ACTIVE,S00779
8901000000000000635,ACTIVE,S00373
8901000000000000636,RETIRED,S01787
8901000000000000637,RETIRED,S01827
8901000000000000638,RETIRED,S00156
8901000000000000639,SPARE,S00154
8901000000000000640,RETIRED,S01169
8901000000000000641,SPARE,S01175
8901000000000000642,SPARE,S00565
8901000000000000643,ACTIVE,S01700
8901000000000000644,SPARE,S01722
8901000000000000645,ACTIVE,S01363
8901000000000000646,SPARE,S01102
8901000000000000647,RETIRED,S00392
8901000000000000648,RETIRED,S01256
8901000000000000649,RETIRED,S00471
8901000000000000650,ACTIVE,S00708
8901000000000000651,SPARE,S00877
8901000000000000652,ACTIVE,S01819
8901000000000000653,SPARE,S01926
8901000000000000654,ACTIVE,S01984
8901000000000000655,SPARE,S00098
8901000000000000656,RETIRED,S00573
8901000000000000657,RETIRED,S00675
8901000000000000658,SPARE,S00330
8901000000000000659,SPARE,S00246
8901000000000000660,SPARE,S00866
8901000000000000661,ACTIVE,S01794
8901000000000000662,SPARE,S00639
8901000000000000663,RETIRED,S01640
8901000000000000664,ACTIVE,S00180
8901000000000000665,RETIRED,S00348
8901000000000000666,ACTIVE,S01898
8901000000000000667,RETIRED,S00777
8901000000000000668,RETIRED,S01389
8901000000000000669,RETIRED,S00829
8901000000000000670,RETIRED,S00698
8901000000000000671,RETIRED,S00896
8901000000000000672,RETIRED,S00836
8901000000000000673,RETIRED,S00852
8901000000000000674,ACTIVE,S01491
8901000000000000675,ACTIVE,S01405
8901000000000000676,ACTIVE,S00512
8901000000000000677,SPARE,S00728
8901000000000000678,SPARE,S00243
8901000000000000679,ACTIVE,S00603
8901000000000000680,RETIRED,S00855
8901000000000000681,RETIRED,S01083
8901000000000000682,RETIRED,S01452
8901000000000000683,SPARE,S00385
8901000000000000684,ACTIVE,S00624
8901000000000000685,ACTIVE,S00823
8901000000000000686,ACTIVE,S00991
8901000000000000687,RETIRED,S01064
8901000000000000688,RETIRED,S00794
8901000000000000689,RETIRED,S01133
8901000000000000690,SPARE,S00896
8901000000000000691,SPARE,S01175
8901000000000000692,SPARE,S00229
8901000000000000693,SPARE,S01485
8901000000000000694,ACTIVE,S01845
8901000000000000695,RETIRED,S00393
8901000000000000696,ACTIVE,S01499
8901000000000000697,RETIRED,S00434
8901000000000000698,SPARE,S01167
8901000000000000699,SPARE,S01721
8901000000000000700,SPARE,S01572
8901000000000000701,ACTIVE,S00638
8901000000000000702,ACTIVE,S00252
8901000000000000703,RETIRED,S01946
8901000000000000704,SPARE,S01620
8901000000000000705,SPARE,S01393
8901000000000000706,ACTIVE,S01534
8901000000000000707,SPARE,S00202
8901000000000000708,RETIRED,S00454
8901000000000000709,RETIRED,S01814
8901000000000000710,RETIRED,S00049
8901000000000000711,ACTIVE,S00363
8901000000000000712,SPARE,S00891
8901000000000000713,SPARE,S01702
8901000000000000714,SPARE,S01260
8901000000000000715,ACTIVE,S01611
8901000000000000716,RETIRED,S01203
8901000000000000717,ACTIVE,S00280
8901000000000000718,ACTIVE,S01583
8901000000000000719,ACTIVE,S01230
8901000000000000720,ACTIVE,S01374
8901000000000000721,ACTIVE,S01830
8901000000000000722,SPARE,S00452
8901000000000000723,RETIRED,S01132
8901000000000000724,SPARE,S01055
8901000000000000725,SPARE,S00118
8901000000000000726,ACTIVE,S01422
8901000000000000727,RETIRED,S00875
8901000000000000728,RETIRED,S00415
8901000000000000729,SPARE,S01293
8901000000000000730,ACTIVE,S01015
8901000000000000731,SPARE,S01418
8901000000000000732,RETIRED,S01308
8901000000000000733,SPARE,S00704
8901000000000000734,RETIRED,S01599
8901000000000000735,RETIRED,S00439
8901000000000000736,RETIRED,S01933
8901000000000000737,ACTIVE,S00880
8901000000000000738,SPARE,S01580
8901000000000000739,ACTIVE,S00072
8901000000000000740,ACTIVE,S01759
8901000000000000741,ACTIVE,S01842
8901000000000000742,SPARE,S01026
8901000000000000743,ACTIVE,S01486
8901000000000000744,RETIRED,S00102
8901000000000000745,ACTIVE,S01650
8901000000000000746,ACTIVE,S00566
8901000000000000747,ACTIVE,S00425
8901000000000000748,ACTIVE,S00153
8901000000000000749,SPARE,S01447
8901000000000000750,ACTIVE,S00852
8901000000000000751,ACTIVE,S01956
8901000000000000752,ACTIVE,S01612
8901000000000000753,SPARE,S01810
8901000000000000754,ACTIVE,S01323
8901000000000000755,SPARE,S01251
8901000000000000756,RETIRED,S01486
8901000000000000757,ACTIVE,S00170
8901000000000000758,ACTIVE,S00486
8901000000000000759,RETIRED,S01425
8901000000000000760,ACTIVE,S00095
8901000000000000761,ACTIVE,S00922
8901000000000000762,ACTIVE,S00769
8901000000000000763,SPARE,S00299
8901000000000000764,SPARE,S00953
8901000000000000765,SPARE,S00584
8901000000000000766,RETIRED,S00165
8901000000000000767,ACTIVE,S00335
8901000000000000768,RETIRED,S01959
8901000000000000769,RETIRED,S00279
8901000000000000770,RETIRED,S01824
8901000000000000771,ACTIVE,S00881
8901000000000000772,RETIRED,S01455
8901000000000000773,SPARE,S00814
8901000000000000774,SPARE,S00544
8901000000000000775,SPARE,S00242
8901000000000000776,ACTIVE,S00302
