subscription_id	call_id	duration_sec	ts
S00881	W0000059	350	2025-02-23T05:05:00Z
S00881	W0000060	630	2025-02-20T03:25:00Z
S00881	W0000061	721	2025-02-17T14:46:00Z
S00881	W0000062	1423	2025-02-19T08:59:00Z
S00881	W0000063	457	2025-02-09T21:53:00Z
S00881	W0000064	1628	2025-02-05T16:47:00Z
S00881	W0000065	1688	2025-02-25T22:32:00Z
S00881	W0000066	632	2025-02-04T17:44:00Z
S00881	W0000067	828	2025-02-03T23:58:00Z
S00881	W0000068	707	2025-02-04T07:22:00Z
S00881	W0000069	49	2025-02-19T22:56:00Z
S00881	W0000070	1304	2025-02-01T03:58:00Z
S00881	W0000071	64	2025-02-01T21:08:00Z
S00801	W0000072	1424	2025-02-16T00:43:00Z
S00801	W0000073	1561	2025-02-12T09:39:00Z
S00801	W0000074	1418	2025-02-28T00:46:00Z
S00801	W0000075	107	2025-02-16T21:15:00Z
S00801	W0000076	1464	2025-02-06T02:41:00Z
S00801	W0000077	290	2025-02-12T14:29:00Z
S00801	W0000078	732	2025-02-01T23:55:00Z
S00801	W0000079	421	2025-02-01T11:59:00Z
S00801	W0000080	1746	2025-02-12T16:04:00Z
S00801	W0000081	1394	2025-02-11T18:58:00Z
S00801	W0000082	1163	2025-02-07T03:49:00Z
S00801	W0000083	812	2025-02-14T13:19:00Z
S00801	W0000084	735	2025-02-25T18:20:00Z
S00801	W0000085	1471	2025-02-05T08:13:00Z
S00801	W0000086	1744	2025-02-25T11:58:00Z
S00801	W0000087	929	2025-02-01T20:29:00Z
S00801	W0000088	769	2025-02-21T11:10:00Z
S00801	W0000089	472	2025-02-28T15:03:00Z
S00801	W0000090	225	2025-02-13T18:32:00Z
S00801	W0000091	1747	2025-02-17T06:00:00Z
S00801	W0000092	329	2025-02-24T04:08:00Z
S00801	W0000093	321	2025-02-25T16:42:00Z
S00801	W0000094	1617	2025-02-05T01:51:00Z
S00801	W0000095	1321	2025-02-11T15:33:00Z
S00801	W0000096	739	2025-02-16T20:21:00Z
S00801	W0000097	1666	2025-02-28T06:17:00Z
S00801	W0000098	279	2025-02-13T04:55:00Z
S00742	W0000099	344	2025-02-12T10:53:00Z
S00742	W0000100	1524	2025-02-20T13:22:00Z
S00742	W0000101	171	2025-02-04T06:35:00Z
S00742	W0000102	1509	2025-02-27T01:22:00Z
S00742	W0000103	1464	2025-02-10T23:02:00Z
S00742	W0000104	292	2025-02-27T07:17:00Z
S00742	W0000105	1537	2025-02-23T22:18:00Z
S00742	W0000106	1526	2025-02-03T17:48:00Z
S00742	W0000107	650	2025-02-28T14:34:00Z
S00742	W0000108	810	2025-02-19T14:31:00Z
S00742	W0000109	1025	2025-02-08T04:13:00Z
S00742	W0000110	346	2025-02-13T23:49:00Z
S00742	W0000111	1045	2025-02-07T08:39:00Z
S00742	W0000112	1165	2025-02-09T03:20:00Z
S01892	W0000113	1229	2025-02-15T15:17:00Z
S01892	W0000114	941	2025-02-28T19:16:00Z
S01892	W0000115	433	2025-02-19T11:59:00Z
S01892	W0000116	1677	2025-02-26T07:01:00Z
S01892	W0000117	773	2025-02-21T08:53:00Z
S01892	W0000118	730	2025-02-26T14:48:00Z
S01892	W0000119	1309	2025-02-18T04:40:00Z
S01892	W0000120	1028	2025-02-11T05:14:00Z
S01705	W0000121	1204	2025-02-19T16:04:00Z
S01705	W0000122	519	2025-02-01T13:42:00Z
S01705	W0000123	939	2025-02-24T03:25:00Z
S01705	W0000124	363	2025-02-25T16:28:00Z
S01705	W0000125	692	2025-02-14T15:28:00Z
S01705	W0000126	703	2025-02-16T01:42:00Z
S01705	W0000127	966	2025-02-18T14:12:00Z
S01705	W0000128	1424	2025-02-24T16:09:00Z
S01002	W0000129	525	2025-02-27T20:10:00Z
S01002	W0000130	1176	2025-02-11T05:31:00Z
S01002	W0000131	1125	2025-02-28T08:55:00Z
S01002	W0000132	1099	2025-02-16T11:29:00Z
S01002	W0000133	1084	2025-02-01T16:56:00Z
S01002	W0000134	1791	2025-02-06T12:33:00Z
S01002	W0000135	1153	2025-02-23T08:53:00Z
S01002	W0000136	812	2025-02-05T20:26:00Z
S01002	W0000137	1799	2025-02-14T01:55:00Z
S01002	W0000138	994	2025-02-08T23:12:00Z
S01002	W0000139	810	2025-02-27T18:55:00Z
S01002	W0000140	1140	2025-02-19T00:20:00Z
S01002	W0000141	1707	2025-02-23T02:15:00Z
S01002	W0000142	1439	2025-02-03T23:44:00Z
S01002	W0000143	502	2025-02-25T12:31:00Z
S01002	W0000144	1698	2025-02-17T06:38:00Z
S01002	W0000145	64	2025-02-08T13:20:00Z
S01002	W0000146	928	2025-02-21T08:55:00Z
S01002	W0000147	925	2025-02-15T10:13:00Z
S01002	W0000148	1402	2025-02-21T04:41:00Z
S01002	W0000149	821	2025-02-12T08:47:00Z
S01002	W0000150	1342	2025-02-03T10:56:00Z
S01002	W0000151	145	2025-02-18T02:36:00Z
S01002	W0000152	1771	2025-02-22T22:20:00Z
S01002	W0000153	1709	2025-02-01T00:24:00Z
S01002	W0000154	921	2025-02-06T09:11:00Z
S01002	W0000155	1643	2025-02-15T22:06:00Z
S01002	W0000156	1288	2025-02-03T03:57:00Z
S01853	W0000157	993	2025-02-11T08:36:00Z
S01853	W0000158	1531	2025-02-23T22:55:00Z
S01853	W0000159	868	2025-02-13T01:43:00Z
S01853	W0000160	1706	2025-02-13T08:54:00Z
S01853	W0000161	315	2025-02-05T14:33:00Z
S01853	W0000162	1211	2025-02-28T15:43:00Z
S01853	W0000163	634	2025-02-04T05:02:00Z
S01853	W0000164	1208	2025-02-09T00:51:00Z
S01853	W0000165	820	2025-02-15T06:15:00Z
S01853	W0000166	204	2025-02-14T10:09:00Z
S01853	W0000167	226	2025-02-09T03:49:00Z
S01853	W0000168	1255	2025-02-07T19:56:00Z
S01853	W0000169	1700	2025-02-07T01:44:00Z
S01853	W0000170	1382	2025-02-28T10:01:00Z
S01853	W0000171	1768	2025-02-06T03:50:00Z
S01853	W0000172	1326	2025-02-24T18:14:00Z
S01853	W0000173	577	2025-02-03T04:34:00Z
S01853	W0000174	23	2025-02-04T04:47:00Z
S00180	W0000175	211	2025-02-15T22:18:00Z
S00180	W0000176	829	2025-02-16T01:39:00Z
S00180	W0000177	615	2025-02-09T21:09:00Z
S00180	W0000178	933	2025-02-26T22:28:00Z
S00463	W0000179	999	2025-02-11T10:17:00Z
S00463	W0000180	1687	2025-02-04T06:45:00Z
S00463	W0000181	531	2025-02-04T18:41:00Z
S00463	W0000182	380	2025-02-05T19:18:00Z
S00463	W0000183	852	2025-02-22T15:59:00Z
S00764	W0000184	602	2025-02-17T02:53:00Z
S00764	W0000185	1289	2025-02-05T12:36:00Z
S00764	W0000186	1738	2025-02-25T20:13:00Z
S00764	W0000187	1707	2025-02-04T14:52:00Z
S00764	W0000188	114	2025-02-12T18:43:00Z
S00764	W0000189	1745	2025-02-13T08:32:00Z
S00764	W0000190	1174	2025-02-22T19:33:00Z
S00764	W0000191	530	2025-02-03T12:07:00Z
S00764	W0000192	751	2025-02-19T18:53:00Z
S00764	W0000193	741	2025-02-01T19:15:00Z
S00764	W0000194	785	2025-02-17T11:13:00Z
S00764	W0000195	1364	2025-02-28T12:47:00Z
S00764	W0000196	304	2025-02-12T02:29:00Z
S00764	W0000197	459	2025-02-16T09:49:00Z
S00764	W0000198	97	2025-02-06T09:05:00Z
S00764	W0000199	512	2025-02-21T19:55:00Z
S00764	W0000200	231	2025-02-13T11:34:00Z
S00764	W0000201	1526	2025-02-14T14:31:00Z
S00764	W0000202	841	2025-02-20T12:47:00Z
S00764	W0000203	282	2025-02-05T10:04:00Z
S00764	W0000204	1728	2025-02-21T11:27:00Z
S00764	W0000205	1523	2025-02-01T21:21:00Z
S01904	W0000206	1091	2025-02-28T02:55:00Z
S01904	W0000207	414	2025-02-12T04:56:00Z
S01904	W0000208	662	2025-02-22T18:07:00Z
S01904	W0000209	686	2025-02-17T02:22:00Z
S01904	W0000210	1278	2025-02-06T20:43:00Z
S01693	W0000211	225	2025-02-20T22:43:00Z
S01693	W0000212	313	2025-02-26T08:02:00Z
S01693	W0000213	1236	2025-02-21T22:21:00Z
S01693	W0000214	682	2025-02-14T00:44:00Z
S01693	W0000215	566	2025-02-17T23:34:00Z
S01693	W0000216	754	2025-02-07T11:57:00Z
S01693	W0000217	486	2025-02-22T20:32:00Z
S01693	W0000218	1789	2025-02-06T12:02:00Z
S01693	W0000219	231	2025-02-10T01:46:00Z
S01693	W0000220	164	2025-02-14T02:16:00Z
S01693	W0000221	777	2025-02-09T14:48:00Z
S01693	W0000222	1173	2025-02-27T23:42:00Z
S01693	W0000223	1480	2025-02-09T08:36:00Z
S01693	W0000224	363	2025-02-26T00:15:00Z
S01693	W0000225	838	2025-02-02T10:48:00Z
S01693	W0000226	895	2025-02-15T05:48:00Z
S01693	W0000227	769	2025-02-13T12:19:00Z
S01693	W0000228	1054	2025-02-13T00:52:00Z
S01693	W0000229	1217	2025-02-22T04:58:00Z
S01693	W0000230	887	2025-02-09T11:09:00Z
S01693	W0000231	1684	2025-02-03T01:34:00Z
S01693	W0000232	1179	2025-02-02T22:35:00Z
S01693	W0000233	991	2025-02-10T00:28:00Z
S01693	W0000234	1042	2025-02-23T11:57:00Z
S01693	W0000235	1716	2025-02-04T05:14:00Z
S01693	W0000236	792	2025-02-27T14:20:00Z
S01693	W0000237	1401	2025-02-14T22:11:00Z
S01693	W0000238	1676	2025-02-25T23:11:00Z
S01693	W0000239	756	2025-02-16T20:54:00Z
S00698	W0000240	129	2025-02-22T10:41:00Z
S00698	W0000241	1141	2025-02-23T04:00:00Z
S00698	W0000242	1343	2025-02-18T07:11:00Z
S00698	W0000243	1413	2025-02-23T07:52:00Z
S00698	W0000244	1153	2025-02-22T00:41:00Z
S00698	W0000245	858	2025-02-26T09:01:00Z
S00698	W0000246	176	2025-02-02T09:44:00Z
S00698	W0000247	1116	2025-02-28T19:06:00Z
S00698	W0000248	720	2025-02-07T19:23:00Z
S00698	W0000249	1195	2025-02-26T08:17:00Z
S00698	W0000250	307	2025-02-09T17:45:00Z
S00698	W0000251	780	2025-02-17T10:57:00Z
S00834	W0000252	668	2025-02-14T22:22:00Z
S00834	W0000253	404	2025-02-16T05:44:00Z
S00834	W0000254	1383	2025-02-10T03:36:00Z
S00834	W0000255	824	2025-02-14T12:16:00Z
S00834	W0000256	1710	2025-02-25T18:03:00Z
S00834	W0000257	1718	2025-02-09T16:04:00Z
S00834	W0000258	1130	2025-02-12T03:53:00Z
S00834	W0000259	634	2025-02-02T07:34:00Z
S00834	W0000260	1307	2025-02-15T13:32:00Z
S00834	W0000261	870	2025-02-02T19:55:00Z
S00834	W0000262	502	2025-02-16T20:27:00Z
S00834	W0000263	1045	2025-02-27T08:56:00Z
S00834	W0000264	403	2025-02-13T14:34:00Z
S00834	W0000265	832	2025-02-12T07:24:00Z
S00834	W0000266	1778	2025-02-07T11:54:00Z
S00834	W0000267	1411	2025-02-09T10:07:00Z
S00834	W0000268	1198	2025-02-03T13:32:00Z
S00834	W0000269	833	2025-02-20T03:58:00Z
S00834	W0000270	745	2025-02-24T12:40:00Z
S00367	W0000271	951	2025-02-16T20:37:00Z
S00367	W0000272	1002	2025-02-07T20:14:00Z
S00367	W0000273	1257	2025-02-02T17:14:00Z
S00367	W0000274	648	2025-02-10T22:02:00Z
S01371	W0000275	1688	2025-02-25T22:51:00Z
S01371	W0000276	524	2025-02-08T16:37:00Z
S01371	W0000277	37	2025-02-14T22:52:00Z
S01371	W0000278	208	2025-02-27T14:27:00Z
S01371	W0000279	1603	2025-02-15T02:29:00Z
S01371	W0000280	207	2025-02-22T02:54:00Z
S01371	W0000281	932	2025-02-08T08:39:00Z
S01371	W0000282	1299	2025-02-25T05:40:00Z
S01371	W0000283	680	2025-02-09T13:26:00Z
S01371	W0000284	547	2025-02-05T09:07:00Z
S01371	W0000285	337	2025-02-27T05:28:00Z
S01371	W0000286	418	2025-02-04T13:33:00Z
S01371	W0000287	1126	2025-02-17T13:48:00Z
S01371	W0000288	1243	2025-02-19T03:15:00Z
S01371	W0000289	1411	2025-02-28T01:33:00Z
S01371	W0000290	1571	2025-02-25T07:14:00Z
S01488	W0000291	660	2025-02-11T02:51:00Z
S01488	W0000292	384	2025-02-03T21:40:00Z
S01488	W0000293	1658	2025-02-15T13:17:00Z
S01488	W0000294	588	2025-02-01T04:19:00Z
S01488	W0000295	1453	2025-02-16T04:27:00Z
S01488	W0000296	1200	2025-02-03T17:48:00Z
S01488	W0000297	1521	2025-02-23T14:02:00Z
S01488	W0000298	792	2025-02-21T00:10:00Z
S01488	W0000299	194	2025-02-10T23:24:00Z
S01488	W0000300	1576	2025-02-21T09:41:00Z
S01488	W0000301	1798	2025-02-10T07:48:00Z
S01488	W0000302	1319	2025-02-05T13:58:00Z
S01488	W0000303	1476	2025-02-27T19:48:00Z
S01488	W0000304	148	2025-02-27T19:48:00Z
S01488	W0000305	607	2025-02-01T13:25:00Z
S01488	W0000306	100	2025-02-26T09:27:00Z
S01488	W0000307	164	2025-02-15T04:02:00Z
S01488	W0000308	588	2025-02-15T18:17:00Z
S01488	W0000309	666	2025-02-22T08:02:00Z
S01488	W0000310	566	2025-02-09T14:39:00Z
S01488	W0000311	1790	2025-02-25T21:05:00Z
S01488	W0000312	547	2025-02-13T22:22:00Z
S01488	W0000313	1224	2025-02-03T08:37:00Z
S01488	W0000314	881	2025-02-22T23:18:00Z
S01488	W0000315	1127	2025-02-09T23:30:00Z
S01754	W0000316	747	2025-02-02T07:29:00Z
S01754	W0000317	1753	2025-02-16T07:03:00Z
S01754	W0000318	1323	2025-02-06T01:36:00Z
S01754	W0000319	1107	2025-02-22T09:26:00Z
S01754	W0000320	214	2025-02-19T00:50:00Z
S01754	W0000321	1552	2025-02-08T21:05:00Z
S01754	W0000322	927	2025-02-15T10:37:00Z
S01754	W0000323	1544	2025-02-06T14:32:00Z
S01754	W0000324	277	2025-02-21T04:11:00Z
S01754	W0000325	1426	2025-02-03T14:49:00Z
S01754	W0000326	614	2025-02-09T08:51:00Z
S01754	W0000327	908	2025-02-12T18:09:00Z
S01754	W0000328	314	2025-02-08T01:42:00Z
S01754	W0000329	890	2025-02-05T17:06:00Z
S01754	W0000330	1232	2025-02-17T04:12:00Z
S01754	W0000331	297	2025-02-09T13:31:00Z
S01754	W0000332	375	2025-02-14T01:27:00Z
S01754	W0000333	1481	2025-02-06T14:56:00Z
S01754	W0000334	1535	2025-02-07T11:28:00Z
S01754	W0000335	1295	2025-02-08T11:16:00Z
S01754	W0000336	818	2025-02-03T09:47:00Z
S01754	W0000337	875	2025-02-26T05:24:00Z
S01754	W0000338	1564	2025-02-17T20:39:00Z
S01754	W0000339	1086	2025-02-11T17:43:00Z
S01754	W0000340	1521	2025-02-05T12:09:00Z
S01754	W0000341	1248	2025-02-18T11:53:00Z
S01754	W0000342	811	2025-02-16T05:33:00Z
S01754	W0000343	710	2025-02-15T18:31:00Z
S01263	W0000344	653	2025-02-15T20:42:00Z
S01263	W0000345	1758	2025-02-05T05:51:00Z
S01263	W0000346	913	2025-02-14T08:39:00Z
S01263	W0000347	684	2025-02-04T05:59:00Z
S01263	W0000348	446	2025-02-03T23:09:00Z
S01263	W0000349	98	2025-02-08T00:15:00Z
S01263	W0000350	1125	2025-02-10T08:23:00Z
S01263	W0000351	1657	2025-02-08T08:18:00Z
S01263	W0000352	312	2025-02-07T05:10:00Z
S01263	W0000353	195	2025-02-27T21:58:00Z
S01263	W0000354	979	2025-02-15T14:11:00Z
S01263	W0000355	1172	2025-02-18T07:45:00Z
S01263	W0000356	467	2025-02-02T08:25:00Z
S01263	W0000357	739	2025-02-02T21:50:00Z
S01263	W0000358	1643	2025-02-19T15:58:00Z
S01263	W0000359	1684	2025-02-11T16:12:00Z
S01263	W0000360	1543	2025-02-06T08:18:00Z
S01263	W0000361	200	2025-02-16T23:08:00Z
S01263	W0000362	200	2025-02-06T15:34:00Z
S01944	W0000363	1779	2025-02-18T03:45:00Z
S01944	W0000364	1100	2025-02-13T20:09:00Z
S01944	W0000365	778	2025-02-06T22:48:00Z
S01944	W0000366	1532	2025-02-05T01:48:00Z
S01944	W0000367	661	2025-02-10T10:15:00Z
S01944	W0000368	1476	2025-02-15T14:22:00Z
S01944	W0000369	1233	2025-02-13T19:16:00Z
S01944	W0000370	1713	2025-02-10T08:19:00Z
S01944	W0000371	1536	2025-02-10T10:03:00Z
S01944	W0000372	1105	2025-02-15T20:00:00Z
S01944	W0000373	1341	2025-02-27T01:40:00Z
S01944	W0000374	1257	2025-02-23T08:28:00Z
S01944	W0000375	1475	2025-02-14T15:30:00Z
S01944	W0000376	280	2025-02-25T08:37:00Z
S01944	W0000377	225	2025-02-23T01:20:00Z
S01944	W0000378	547	2025-02-27T10:48:00Z
S01944	W0000379	756	2025-02-23T09:00:00Z
S01944	W0000380	650	2025-02-11T07:38:00Z
S01944	W0000381	824	2025-02-11T23:03:00Z
S01944	W0000382	48	2025-02-17T13:25:00Z
S01944	W0000383	473	2025-02-27T15:26:00Z
S01944	W0000384	992	2025-02-21T06:52:00Z
S01944	W0000385	1101	2025-02-05T05:37:00Z
S01944	W0000386	1779	2025-02-27T07:43:00Z
S01944	W0000387	1172	2025-02-03T07:47:00Z
S01944	W0000388	455	2025-02-04T08:28:00Z
S01944	W0000389	1468	2025-02-03T14:19:00Z
S01944	W0000390	377	2025-02-02T10:28:00Z
S00645	W0000391	160	2025-02-26T02:32:00Z
S00645	W0000392	1110	2025-02-22T21:53:00Z
S00645	W0000393	1298	2025-02-23T01:25:00Z
S00645	W0000394	473	2025-02-10T05:45:00Z
S00645	W0000395	1373	2025-02-03T15:02:00Z
S00645	W0000396	457	2025-02-13T05:07:00Z
S00645	W0000397	213	2025-02-04T02:54:00Z
S00645	W0000398	375	2025-02-18T10:11:00Z
S00645	W0000399	1718	2025-02-28T06:32:00Z
S00645	W0000400	1242	2025-02-03T14:09:00Z
S00645	W0000401	1628	2025-02-23T21:04:00Z
S00645	W0000402	36	2025-02-20T11:39:00Z
S00645	W0000403	1787	2025-02-05T16:48:00Z
S00645	W0000404	1318	2025-02-24T07:49:00Z
S00645	W0000405	1734	2025-02-24T01:58:00Z
S00645	W0000406	925	2025-02-10T21:28:00Z
S00645	W0000407	94	2025-02-28T07:13:00Z
S00645	W0000408	200	2025-02-17T07:54:00Z
S00645	W0000409	667	2025-02-22T22:13:00Z
S01544	W0000410	1654	2025-02-24T19:37:00Z
S01544	W0000411	392	2025-02-02T00:01:00Z
S01544	W0000412	1212	2025-02-04T12:29:00Z
S01544	W0000413	763	2025-02-08T08:32:00Z
S01544	W0000414	813	2025-02-17T19:58:00Z
S01544	W0000415	763	2025-02-21T00:48:00Z
S01544	W0000416	995	2025-02-04T01:38:00Z
S01544	W0000417	863	2025-02-05T23:21:00Z
S01544	W0000418	842	2025-02-17T21:19:00Z
S01544	W0000419	179	2025-02-09T09:13:00Z
S01544	W0000420	635	2025-02-13T01:54:00Z
S01544	W0000421	934	2025-02-23T10:44:00Z
S01544	W0000422	1490	2025-02-18T02:22:00Z
S01544	W0000423	1214	2025-02-08T17:52:00Z
S01544	W0000424	448	2025-02-09T09:10:00Z
S01544	W0000425	437	2025-02-27T15:31:00Z
S01544	W0000426	1362	2025-02-19T22:53:00Z
S01544	W0000427	1261	2025-02-22T00:11:00Z
S01544	W0000428	308	2025-02-04T04:29:00Z
S01544	W0000429	237	2025-02-03T15:06:00Z
S01121	W0000430	850	2025-02-27T08:21:00Z
S01121	W0000431	1105	2025-02-23T04:06:00Z
S01121	W0000432	1008	2025-02-06T04:29:00Z
S01121	W0000433	255	2025-02-08T05:43:00Z
S01121	W0000434	292	2025-02-17T10:50:00Z
S01121	W0000435	1037	2025-02-10T11:53:00Z
S01121	W0000436	983	2025-02-08T19:07:00Z
S01121	W0000437	1049	2025-02-28T07:13:00Z
S01121	W0000438	200	2025-02-21T16:23:00Z
S01653	W0000439	1444	2025-02-04T03:19:00Z
S01653	W0000440	395	2025-02-02T15:22:00Z
S01653	W0000441	1056	2025-02-16T12:03:00Z
S01653	W0000442	36	2025-02-22T05:06:00Z
S01653	W0000443	1666	2025-02-13T21:40:00Z
S01653	W0000444	124	2025-02-15T21:49:00Z
S01653	W0000445	1744	2025-02-01T02:31:00Z
S01653	W0000446	400	2025-02-24T14:13:00Z
S01653	W0000447	1701	2025-02-18T17:52:00Z
S01653	W0000448	1518	2025-02-02T08:42:00Z
S01653	W0000449	149	2025-02-24T19:38:00Z
S00730	W0000450	1514	2025-02-25T10:54:00Z
S00730	W0000451	1359	2025-02-08T16:10:00Z
S00730	W0000452	1089	2025-02-03T06:54:00Z
S00730	W0000453	47	2025-02-25T21:11:00Z
S00730	W0000454	870	2025-02-24T09:52:00Z
S00730	W0000455	35	2025-02-20T00:03:00Z
S00730	W0000456	734	2025-02-10T13:08:00Z
S00730	W0000457	163	2025-02-15T09:33:00Z
S00730	W0000458	1443	2025-02-13T17:58:00Z
S00730	W0000459	789	2025-02-27T16:51:00Z
S00730	W0000460	793	2025-02-10T01:55:00Z
S00360	W0000461	255	2025-02-16T04:39:00Z
S00360	W0000462	897	2025-02-20T19:53:00Z
S00360	W0000463	1251	2025-02-18T15:27:00Z
S00360	W0000464	349	2025-02-23T17:29:00Z
S00360	W0000465	226	2025-02-03T22:30:00Z
S00360	W0000466	947	2025-02-28T15:49:00Z
S00360	W0000467	1309	2025-02-18T14:32:00Z
S00360	W0000468	1057	2025-02-09T02:22:00Z
S00360	W0000469	523	2025-02-15T06:30:00Z
S00360	W0000470	54	2025-02-20T09:20:00Z
S00360	W0000471	1738	2025-02-19T21:14:00Z
S00360	W0000472	131	2025-02-09T16:43:00Z
S00360	W0000473	1216	2025-02-21T22:24:00Z
S00360	W0000474	1209	2025-02-18T10:15:00Z
S00360	W0000475	706	2025-02-16T00:01:00Z
S00360	W0000476	1694	2025-02-15T09:49:00Z
S00360	W0000477	453	2025-02-26T14:41:00Z
S00429	W0000478	1280	2025-02-02T22:00:00Z
S00429	W0000479	1635	2025-02-01T09:10:00Z
S00429	W0000480	501	2025-02-14T21:27:00Z
S00429	W0000481	1074	2025-02-13T01:34:00Z
S00429	W0000482	974	2025-02-15T21:40:00Z
S00429	W0000483	103	2025-02-27T19:55:00Z
S00429	W0000484	1679	2025-02-18T08:46:00Z
S00429	W0000485	1034	2025-02-12T02:55:00Z
S00429	W0000486	311	2025-02-18T16:06:00Z
S00429	W0000487	45	2025-02-03T17:17:00Z
S00429	W0000488	940	2025-02-12T01:49:00Z
S01579	W0000489	1147	2025-02-25T15:41:00Z
S01579	W0000490	131	2025-02-05T11:37:00Z
S01579	W0000491	626	2025-02-16T14:27:00Z
S01579	W0000492	1452	2025-02-15T10:59:00Z
S01579	W0000493	1254	2025-02-26T23:38:00Z
S01579	W0000494	426	2025-02-21T14:09:00Z
S01579	W0000495	1580	2025-02-26T17:55:00Z
S01579	W0000496	204	2025-02-28T15:46:00Z
S01579	W0000497	1478	2025-02-02T08:57:00Z
S01579	W0000498	551	2025-02-21T19:22:00Z
S01579	W0000499	546	2025-02-11T15:17:00Z
S01579	W0000500	90	2025-02-21T00:06:00Z
S01579	W0000501	456	2025-02-23T08:24:00Z
S01579	W0000502	572	2025-02-24T03:18:00Z
S01579	W0000503	1667	2025-02-20T07:30:00Z
S01579	W0000504	387	2025-02-20T03:00:00Z
S01579	W0000505	715	2025-02-26T10:13:00Z
S01579	W0000506	623	2025-02-09T05:27:00Z
S01579	W0000507	201	2025-02-24T05:57:00Z
S01579	W0000508	911	2025-02-06T10:59:00Z
S01579	W0000509	576	2025-02-13T23:21:00Z
S01579	W0000510	91	2025-02-16T06:10:00Z
S01579	W0000511	863	2025-02-25T05:11:00Z
S01579	W0000512	1438	2025-02-05T21:57:00Z
S01579	W0000513	1032	2025-02-06T10:13:00Z
S01579	W0000514	1414	2025-02-27T09:22:00Z
S01579	W0000515	920	2025-02-12T09:39:00Z
S01579	W0000516	104	2025-02-21T02:07:00Z
S01580	W0000517	304	2025-02-10T02:06:00Z
S01580	W0000518	693	2025-02-05T13:10:00Z
S01580	W0000519	1636	2025-02-19T13:05:00Z
S01580	W0000520	546	2025-02-14T21:54:00Z
S01580	W0000521	202	2025-02-02T14:09:00Z
S01580	W0000522	619	2025-02-15T12:52:00Z
S01580	W0000523	1328	2025-02-17T00:15:00Z
S01580	W0000524	938	2025-02-15T18:09:00Z
S01580	W0000525	998	2025-02-26T10:11:00Z
S01580	W0000526	746	2025-02-20T17:20:00Z
S01580	W0000527	1720	2025-02-18T20:11:00Z
S01580	W0000528	268	2025-02-05T06:33:00Z
