year,fips,state,county_name,urbanicity,region,division,land_area,total_pop,total_pop_15to64,total_jail_pop,total_prison_pop
2010,26001,MI,Alcona County,rural,Midwest,East North Central,674.655,10942,6275,27,45
2011,26001,MI,Alcona County,rural,Midwest,East North Central,674.655,10877,6230,22,32
2012,26001,MI,Alcona County,rural,Midwest,East North Central,674.655,10739,6078,18,38
2013,26001,MI,Alcona County,rural,Midwest,East North Central,674.655,10570,5913,19,36
2014,26001,MI,Alcona County,rural,Midwest,East North Central,674.655,10550,5831,25,36
2015,26001,MI,Alcona County,rural,Midwest,East North Central,674.655,10449,5718,25,36
2016,26001,MI,Alcona County,rural,Midwest,East North Central,674.655,10332,5568,,
1970,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8542,5071,5,
1971,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8446,5038,4.875,
1971,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8446,5038,4.875,
1972,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8222,4927,4.75,
1973,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8403,5098,4.625,
1974,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8541,5241,4.5,
1974,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8541,5241,4.5,
1975,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8762,5444,4.375,
1976,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9057,5681,4.25,
1977,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9352,5908,4.125,
1978,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9396,5949,4,
1979,26003,MI,Alger County, rural,Midwest,East North Central,915.028,9398,5956,4.2,
1980,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9261,5844,4.4,
1981,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9382,5905,4.6,
1982,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9251,5806,4.8,
1983,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9085,5683,5,5
1983,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9085,5683,5,5
1984,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8965,5618,6.4,7
1985,26003,MI,Alger County,rural  ,Midwest,East North Central,915.028,8946,5617,7.8,17
1985,26003,MI,Alger County,rural  ,Midwest,East North Central,915.028,8946,5617,7.8,17
1986,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8793,5538,9.2,15
1987,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8760,5511,10.6,13
1988,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8840,5538,12,11
1989,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8904,5546,12.2,11
1990,26003,MI,Alger County,rural,Midwest,East North Central,915.028,8974,5571,12.4,12
1991,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9678,6202,12.6,15
1992,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9761,6261,12.8,8
1993,26003,MI,Alger County,  RURAL ,Midwest,East North Central,915.028,9752,6274,13,8
1994,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9818,6336,13.33333,8
1995,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9870,6379,13.66667,11
1996,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9831,6386,14,11
1997,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9898,6476,14.33333,13
1998,26003,MI,Alger County, rural,Midwest,East North Central,915.028,9866,6510,14.66667,13
1999,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9945,6599,15,9
2000,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9819,6516,14.5,12
2001,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9815,6500,14,13
2002,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9764,6486,13.5,11
2003,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9694,6481,13,14
2004,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9680,6475,12.5,20
2005,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9633,6480,12,26
2006,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9687,6474,12.875,29
2007,26003,MI,Alger County,RURAL,Midwest,East North Central,915.028,9779,6493,13.75,26
2008,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9647,6392,14.625,27
2009,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9334,6084,15.5,24
2010,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9601,6299,16.375,23
2011,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9579,6279,17.25,21
2012,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9513,6239,18.125,19
2013,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9442,6143,19,27
2014,26003,MI,Alger County,Rural,Midwest,East North Central,915.028,9431,6106,19,27
2015,26003,MI,Alger County, rural,Midwest,East North Central,915.028,9356,5992,19,27
2016,26003,MI,Alger County,rural,Midwest,East North Central,915.028,9246,5898,,
1970,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,66995,39225,23,
1970,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,66995,39225,23,
1971,26005,MI,Allegan County,rural  ,Midwest,East North Central,825.244,68673,40638,26,
1972,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,70471,42272,29,
1973,26005,MI,Allegan County,  RURAL ,Midwest,East North Central,825.244,71178,43211,32,
1974,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,72427,44376,35,
1975,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,73970,45707,38,
1975,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,73970,45707,38,
1976,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,75800,47264,41,
1977,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,77414,48674,571,
1977,26005,,,,,,,,,44,
1978,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,78765,49866,47,
1979,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,80896,51571,62.6,
1980,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,81946,52349,78.2,
1981,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,83054,52955,93.8,
1982,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,83222,53030,109.4,
1982,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,83222,53030,109.4,
1983,26005,MI,Allegan County,Rural,Midwest,East North Central,825.244,82925,52787,125,90
1984,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,83593,53331,137,86
1985,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,84528,54081,149,106
1986,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,85453,54883,185,104.666666667
1987,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,86965,55853,185,103.333333333
1988,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,88278,56481,170,102
1989,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,89219,56744,150,98
1990,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,90982,57709,145,113
1991,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,92021,58156,106,120
1992,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,93300,59077,134,153
1993,26005,MI,Allegan County,rural  ,Midwest,East North Central,825.244,94801,60120,112,172
1994,26005,MI,Allegan County,RURAL,Midwest,East North Central,825.244,96294,61352,198,186
1995,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,97941,62623,171,194
1996,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,99560,63992,162,213
1997,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,101237,65326,165,236
1998,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,102543,66397,170,283
1999,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,104476,67824,162,292
1999,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,104476,67824,162,292
2000,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,105904,68873,161.3333,312
2001,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,107367,70054,160.6667,311
2002,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,108203,70853,160,350
2003,26005,MI,Allegan County,RURAL,Midwest,East North Central,825.244,109192,71714,159.3333,393
2004,26005,MI,Allegan County,  RURAL ,Midwest,East North Central,825.244,110225,72706,158.6667,430
2004,26005,MI,Allegan County,  RURAL ,Midwest,East North Central,825.244,110225,72706,158.6667,430
2005,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,110865,73306,158,456
2006,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111156,73475,160,449
2007,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111427,73526,162,452
2008,26005,MI,Allegan County,  RURAL ,Midwest,East North Central,825.244,111589,73301,164,416
2009,26005,MI,Allegan County,Rural,Midwest,East North Central,825.244,111252,72916,166,391
2010,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111410,73012,168,377
2011,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111522,73093,170,344
2012,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111137,72767,172,349
2013,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111448,72703,174,356
2013,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111448,72703,174,356
2014,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,111946,72699,174,356
2015,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,113290,73429,174,356
2016,26005,MI,Allegan County,rural,Midwest,East North Central,825.244,114085,73782,,
1970,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30869,17828,12,
1971,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31520,18459,11.625,
1972,26007,MI,Alpena County,  RURAL ,Midwest,East North Central,571.865,31653,18823,11.25,
1973,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31665,19116,10.875,
1973,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31665,19116,10.875,
1974,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31757,19411,10.5,
1974,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31757,19411,10.5,
1975,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,32246,19965,10.125,
1976,26007,MI,Alpena County,Rural,Midwest,East North Central,571.865,32197,20175,9.75,
1977,26007,MI,Alpena County,Rural,Midwest,East North Central,571.865,32277,20412,9.375,
1978,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,32046,20468,9,
1979,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,32311,20790,12,
1980,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,32439,20937,15,
1981,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,32746,21061,18,
1982,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,32121,20613,21,
1983,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31523,20170,24,15
1984,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31250,20013,25.8,11
1985,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30971,19867,27.6,10
1986,26007,MI,Alpena County,Rural,Midwest,East North Central,571.865,30741,19767,29.4,12
1987,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30793,19778,571,14
1987,26007,,,,,,,,,31.2,
1988,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30556,19536,33,16
1989,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30493,19365,63,18
1990,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30674,19398,67,21
1991,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30852,19421,73,36
1992,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31015,19511,51,43
1993,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31115,19547,51,45
1994,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30867,19515,54.83333,49
1995,26007,MI,Alpena County,  RURAL ,Midwest,East North Central,571.865,30997,19614,58.66667,54
1996,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31091,19748,62.5,56
1997,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31088,19787,66.33334,66
1997,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31088,19787,66.33334,66
1998,26007,MI,Alpena County,RURAL,Midwest,East North Central,571.865,31040,19786,70.16666,60
1999,26007,MI,Alpena County,RURAL,Midwest,East North Central,571.865,31313,20006,74,62
1999,26007,MI,Alpena County,RURAL,Midwest,East North Central,571.865,31313,20006,74,62
2000,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31269,19953,71.16666,56
2001,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31179,19949,68.33334,57
2001,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,31179,19949,68.33334,57
2002,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30956,19906,65.5,70
2003,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30824,19850,62.66667,84
2004,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30735,19814,59.83333,88
2005,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30494,19713,57,90
2006,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30209,19493,55.75,92
2007,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30180,19374,54.5,93
2008,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,30119,19298,53.25,93
2009,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,29755,19029,52,86
2010,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,29598,18877,50.75,89
2010,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,29598,18877,50.75,89
2011,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,29512,18825,49.5,88
2012,26007,MI,Alpena County,RURAL,Midwest,East North Central,571.865,29336,18687,48.25,100
2013,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,29161,18488,613,116
2013,26007,,,,,,,,,47,
2014,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,28953,18288,47,116
2015,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,28874,18159,47,116
2016,26007,MI,Alpena County,rural,Midwest,East North Central,571.865,28705,17990,,
1970,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,12745,7155,1,
1970,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,12745,7155,1,
1971,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,13292,7542,1.875,
1972,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,13593,7787,2.75,
1973,26009,MI,Antrim County,Rural,Midwest,East North Central,475.678,14105,8179,3.625,
1974,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,14909,8778,4.5,
1975,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,15310,9094,5.375,
1976,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,15538,9319,6.25,
1977,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,15782,9543,7.125,
1978,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16078,9807,8,
1979,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16427,10094,10.8,
1980,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16280,10010,13.6,
1981,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16573,10167,16.4,
1981,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16573,10167,16.4,
1982,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16667,10225,19.2,
1983,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16724,10243,22,14
1984,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16839,10340,22.4,14
1985,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,16963,10454,22.8,26
1986,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,17062,10560,23.2,29
1987,26009,MI,Antrim County,RURAL,Midwest,East North Central,475.678,17230,10665,23.6,32
1988,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,17708,10936,24,35
1989,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,17911,11008,21,32
1990,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,18258,11173,23,37
1991,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,18650,11360,23,46
1992,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,18945,11530,26,56
1993,26009,MI,Antrim County,  RURAL ,Midwest,East North Central,475.678,19480,11887,30,61
1993,26009,MI,Antrim County,  RURAL ,Midwest,East North Central,475.678,19480,11887,30,61
1994,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,19843,12142,33.16667,75
1995,26009,MI,Antrim County,rural  ,Midwest,East North Central,475.678,20468,12586,36.33333,85
1996,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,20986,12962,39.5,81
1997,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,21423,13280,42.66667,88
1998,26009,MI,Antrim County,Rural,Midwest,East North Central,475.678,21992,13687,45.83333,93
1999,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,22556,14083,49,98
2000,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23264,14556,48.83333,92
2001,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23485,14694,48.66667,96
2002,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23773,14964,48.5,100
2003,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,24129,15188,48.33333,109
2004,26009,MI,Antrim County, rural,Midwest,East North Central,475.678,24263,15325,48.16667,113
2005,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,24261,15285,48,115
2006,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,24278,15238,47.375,113
2007,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,24248,15098,46.75,104
2008,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,24047,14866,46.125,106
2009,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23796,14620,45.5,93
2010,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23580,14378,44.875,93
2011,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23494,14332,44.25,91
2012,26009,MI,Antrim County,RURAL,Midwest,East North Central,475.678,23318,14209,43.625,98
2013,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23246,14002,43,91
2014,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23123,13839,43,91
2015,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23147,13795,43,91
2015,26009,MI,Antrim County,rural,Midwest,East North Central,475.678,23147,13795,43,91
2016,26009,MI,Antrim County,RURAL,Midwest,East North Central,475.678,23035,13636,,
2016,26009,MI,Antrim County,RURAL,Midwest,East North Central,475.678,23035,13636,,
1970,26011,MI,Arenac County,RURAL,Midwest,East North Central,363.177,11253,6364,3,
1971,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,11665,6663,4.25,
1972,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,12104,7002,5.5,
1973,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,12528,7334,6.75,
1974,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,12878,7627,8,
1975,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,13336,7988,9.25,
1976,26011,MI,Arenac County,Rural,Midwest,East North Central,363.177,13496,8164,550,
1976,26011,,,,,,,,,10.5,
1977,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,13864,8438,11.75,
1978,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,13998,8557,13,
1978,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,13998,8557,13,
1979,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14491,8920,15.2,
1980,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14760,9109,17.4,
1981,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14914,9186,19.6,
1982,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14894,9175,21.8,
1983,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14890,9164,24,14
1984,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14781,9119,23.2,14
1985,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14538,9004,536,12
1985,26011,,,,,,,,,22.4,
1986,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14591,9077,21.6,10.3333333333
1987,26011,MI,Arenac County,RURAL,Midwest,East North Central,363.177,14703,9158,20.8,8.66666666667
1988,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14857,9226,20,7
1989,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14933,9226,21,5
1989,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,14933,9226,21,5
1990,26011,MI,Arenac County,  RURAL ,Midwest,East North Central,363.177,14935,9203,22,12
1991,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15425,9529,23,12
1992,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15699,9741,24,18
1993,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15901,9897,25,19
1994,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16107,10104,26.66667,18
1995,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16439,10354,28.33333,21
1996,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16647,10539,30,23
1997,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16780,10740,31.66667,26
1998,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16895,10842,33.33333,26
1999,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17070,10993,35,31
2000,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17278,11180,35.83333,35
2001,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17206,11117,36.66667,33
2001,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17206,11117,36.66667,33
2002,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17245,11134,37.5,30
2003,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17184,11071,38.33333,31
2004,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17128,11084,39.16667,30
2005,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,17094,11067,40,34
2006,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16968,10948,40.875,44
2007,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16811,10779,41.75,32
2008,26011,MI,Arenac County, rural,Midwest,East North Central,363.177,16547,10592,42.625,42
2009,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,16243,10342,43.5,36
2010,26011,MI,Arenac County,Rural,Midwest,East North Central,363.177,15899,10151,44.375,31
2011,26011,MI,Arenac County,Rural,Midwest,East North Central,363.177,15847,10127,45.25,38
2012,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15628,9978,46.125,38
2013,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15497,9801,47,34
2013,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15497,9801,47,34
2014,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15409,9732,47,34
2015,26011,MI,Arenac County,rural,Midwest,East North Central,363.177,15313,9614,47,34
2016,26011,MI,Arenac County,rural  ,Midwest,East North Central,363.177,15297,9492,,
1970,26013,MI,Baraga County,rural,Midwest,East North Central,898.433,7777,4507,2,
1971,26013,MI,Baraga County,rural  ,Midwest,East North Central,898.433,7736,4494,0,
1972,26013,MI,Baraga County,rural,Midwest,East North Central,898.433,7759,4529,0,
1973,26013,MI,Baraga County,rural,Midwest,East North Central,898.433,7975,4702,0,
1974,26013,MI,Baraga County,rural,Midwest,East North Central,898.433,7961,4701,0,
1975,26013,MI,Baraga County,rural,Midwest,East North Central,898.433,8143,4837,0,
1976,26013,MI,Baraga County,rural,Midwest,East North Central,898.433,8204,4899,0,
1977,26013,MI,Baraga County,rural,Midwest,East North Central,898.433,8437,5074,0,
